stage	workload	opcode	count	share
preregbankselect	SPASS	G_SEXTLOAD	635	0.004101
preregbankselect	SPASS	G_TRUNC	584	0.003772
preregbankselect	SPASS	G_ZEXTLOAD	540	0.003488
preregbankselect	SPASS	G_SUB	472	0.003048
preregbankselect	SPASS	G_PHI	465	0.003003
preregbankselect	SPASS	G_AND	422	0.002725
preregbankselect	SPASS	G_ANYEXT	345	0.002228
preregbankselect	SPASS	G_MUL	256	0.001653
preregbankselect	SPASS	G_INTTOPTR	229	0.001479
preregbankselect	SPASS	G_PTRTOINT	210	0.001356
preregbankselect	SPASS	G_UDIV	177	0.001143
preregbankselect	SPASS	G_SEXT	173	0.001117
preregbankselect	SPASS	G_ZEXT	127	0.000820
preregbankselect	SPASS	G_OR	29	0.000187
preregbankselect	SPASS	G_SELECT	29	0.000187
preregbankselect	SPASS	G_ASHR	20	0.000129
preregbankselect	SPASS	G_SDIV	10	0.000065
preregbankselect	SPASS	G_SITOFP	8	0.000052
preregbankselect	SPASS	G_FCMP	6	0.000039
preregbankselect	SPASS	G_BRJT	5	0.000032
preregbankselect	SPASS	G_JUMP_TABLE	5	0.000032
preregbankselect	SPASS	G_XOR	3	0.000019
preregbankselect	SPASS	G_FCONSTANT	2	0.000013
preregbankselect	SPASS	G_FPTOUI	2	0.000013
preregbankselect	SPASS	G_VASTART	2	0.000013
preregbankselect	sqlite3	G_LOAD	35121	0.224378
preregbankselect	sqlite3	G_FRAME_INDEX	28933	0.184845
preregbankselect	sqlite3	G_CONSTANT	24941	0.159341
preregbankselect	sqlite3	G_BR	15505	0.099057
preregbankselect	sqlite3	G_STORE	14617	0.093384
preregbankselect	sqlite3	G_PTR_ADD	12250	0.078262
preregbankselect	sqlite3	G_ICMP	7058	0.045092
preregbankselect	sqlite3	G_BRCOND	6803	0.043462
preregbankselect	sqlite3	G_ADD	2191	0.013998
preregbankselect	sqlite3	G_ZEXTLOAD	2012	0.012854
preregbankselect	sqlite3	G_SEXTLOAD	1667	0.010650
preregbankselect	sqlite3	G_AND	793	0.005066
preregbankselect	sqlite3	G_SHL	743	0.004747
preregbankselect	sqlite3	G_MUL	638	0.004076
preregbankselect	sqlite3	G_SEXT	467	0.002984
preregbankselect	sqlite3	G_ZEXT	453	0.002894
preregbankselect	sqlite3	G_TRUNC	404	0.002581
preregbankselect	sqlite3	G_PHI	328	0.002095
preregbankselect	sqlite3	G_OR	295	0.001885
preregbankselect	sqlite3	G_SUB	235	0.001501
preregbankselect	sqlite3	G_ANYEXT	192	0.001227
preregbankselect	sqlite3	G_SELECT	130	0.000831
preregbankselect	sqlite3	G_FCONSTANT	108	0.000690
preregbankselect	sqlite3	G_LSHR	101	0.000645
preregbankselect	sqlite3	G_SDIV	81	0.000517
preregbankselect	sqlite3	G_PTRTOINT	66	0.000422
preregbankselect	sqlite3	G_SITOFP	45	0.000287
preregbankselect	sqlite3	G_GLOBAL_VALUE	35	0.000224
preregbankselect	sqlite3	G_FPTOSI	33	0.000211
preregbankselect	sqlite3	G_XOR	32	0.000204
preregbankselect	sqlite3	G_FADD	29	0.000185
preregbankselect	sqlite3	G_ASHR	27	0.000172
preregbankselect	sqlite3	G_INTTOPTR	25	0.000160
preregbankselect	sqlite3	G_UDIV	25	0.000160
preregbankselect	sqlite3	G_FMUL	23	0.000147
preregbankselect	sqlite3	G_FCMP	22	0.000141
preregbankselect	sqlite3	G_FDIV	19	0.000121
preregbankselect	sqlite3	G_FSUB	19	0.000121
preregbankselect	sqlite3	G_VASTART	11	0.000070
preregbankselect	sqlite3	G_BRJT	10	0.000064
preregbankselect	sqlite3	G_JUMP_TABLE	10	0.000064
preregbankselect	sqlite3	G_FMA	9	0.000057
preregbankselect	sqlite3	G_BITCAST	4	0.000026
preregbankselect	sqlite3	G_FNEG	4	0.000026
preregbankselect	sqlite3	G_UNMERGE_VALUES	4	0.000026
preregbankselect	sqlite3	G_MERGE_VALUES	3	0.000019
preregbankselect	sqlite3	G_UITOFP	2	0.000013
preregbankselect	sqlite3	G_BUILD_VECTOR	1	0.000006
preregbankselect	sqlite3	G_FPTOUI	1	0.000006
preregbankselect	sqlite3	G_SEXT_INREG	1	0.000006
preregbankselect	tramp3d-v4	G_FRAME_INDEX	39765	0.266648
preregbankselect	tramp3d-v4	G_LOAD	35925	0.240899
preregbankselect	tramp3d-v4	G_STORE	29749	0.199485
preregbankselect	tramp3d-v4	G_CONSTANT	13687	0.091780
preregbankselect	tramp3d-v4	G_PTR_ADD	8600	0.057668
preregbankselect	tramp3d-v4	G_BR	7639	0.051224
preregbankselect	tramp3d-v4	G_BRCOND	2983	0.020003
preregbankselect	tramp3d-v4	G_AND	2299	0.015416
preregbankselect	tramp3d-v4	G_ICMP	2249	0.015081
preregbankselect	tramp3d-v4	G_ADD	1015	0.006806
preregbankselect	tramp3d-v4	G_SEXTLOAD	678	0.004546
preregbankselect	tramp3d-v4	G_PTRTOINT	533	0.003574
preregbankselect	tramp3d-v4	G_INTTOPTR	515	0.003453
preregbankselect	tramp3d-v4	G_SHL	461	0.003091
preregbankselect	tramp3d-v4	G_MUL	453	0.003038
preregbankselect	tramp3d-v4	G_ZEXTLOAD	321	0.002152
preregbankselect	tramp3d-v4	G_SUB	291	0.001951
preregbankselect	tramp3d-v4	G_ZEXT	239	0.001603
preregbankselect	tramp3d-v4	G_SDIV	203	0.001361
preregbankselect	tramp3d-v4	G_ANYEXT	192	0.001287
preregbankselect	tramp3d-v4	G_FMUL	190	0.001274
preregbankselect	tramp3d-v4	G_TRUNC	182	0.001220
preregbankselect	tramp3d-v4	G_PHI	168	0.001127
preregbankselect	tramp3d-v4	G_FCONSTANT	167	0.001120
preregbankselect	tramp3d-v4	G_FSUB	123	0.000825
preregbankselect	tramp3d-v4	G_SEXT	110	0.000738
preregbankselect	tramp3d-v4	G_FMA	99	0.000664
preregbankselect	tramp3d-v4	G_FDIV	69	0.000463
preregbankselect	tramp3d-v4	G_FADD	45	0.000302
preregbankselect	tramp3d-v4	G_FCMP	39	0.000262
preregbankselect	tramp3d-v4	G_UDIV	25	0.000168
preregbankselect	tramp3d-v4	G_FNEG	20	0.000134
preregbankselect	tramp3d-v4	G_GLOBAL_VALUE	19	0.000127
preregbankselect	tramp3d-v4	G_SITOFP	16	0.000107
preregbankselect	tramp3d-v4	G_XOR	15	0.000101
preregbankselect	tramp3d-v4	G_SELECT	13	0.000087
preregbankselect	tramp3d-v4	G_TRAP	10	0.000067
preregbankselect	tramp3d-v4	G_FABS	6	0.000040
preregbankselect	tramp3d-v4	G_OR	6	0.000040
preregbankselect	tramp3d-v4	G_UMULH	4	0.000027
preregbankselect	tramp3d-v4	G_BITCAST	2	0.000013
preregbankselect	tramp3d-v4	G_FPTOSI	2	0.000013
preregbankselect	tramp3d-v4	G_CTLZ	1	0.000007
preregbankselect	tramp3d-v4	G_VASTART	1	0.000007
preinstructionselect	TOTAL	G_LOAD	493462	0.216720
preinstructionselect	TOTAL	G_FRAME_INDEX	386893	0.169917
preinstructionselect	TOTAL	G_CONSTANT	315558	0.138588
preinstructionselect	TOTAL	G_STORE	274581	0.120591
preinstructionselect	TOTAL	G_BR	204751	0.089923
preinstructionselect	TOTAL	G_PTR_ADD	191068	0.083914
preinstructionselect	TOTAL	G_BRCOND	76087	0.033416
preinstructionselect	TOTAL	G_ICMP	75695	0.033244
preinstructionselect	TOTAL	G_SHL	32764	0.014389
preinstructionselect	TOTAL	G_ADD	32025	0.014065
preinstructionselect	TOTAL	G_SEXTLOAD	29931	0.013145
preinstructionselect	TOTAL	G_GLOBAL_VALUE	28596	0.012559
preinstructionselect	TOTAL	G_ZEXTLOAD	20961	0.009206
preinstructionselect	TOTAL	G_AND	15726	0.006907
preinstructionselect	TOTAL	G_TRUNC	13810	0.006065
preinstructionselect	TOTAL	G_INVOKE_REGION_START	12072	0.005302
preinstructionselect	TOTAL	G_SUB	6898	0.003029
preinstructionselect	TOTAL	G_MUL	6850	0.003008
preinstructionselect	TOTAL	G_PHI	6109	0.002683
preinstructionselect	TOTAL	G_ANYEXT	6008	0.002639
preinstructionselect	TOTAL	G_SEXT	5871	0.002578
preinstructionselect	TOTAL	G_ZEXT	5754	0.002527
preinstructionselect	TOTAL	G_PTRTOINT	5518	0.002423
preinstructionselect	TOTAL	G_OR	3667	0.001610
preinstructionselect	TOTAL	G_FMUL	3221	0.001415
preinstructionselect	TOTAL	G_LSHR	2676	0.001175
preinstructionselect	TOTAL	G_FCONSTANT	1923	0.000845
preinstructionselect	TOTAL	G_FCMP	1818	0.000798
preinstructionselect	TOTAL	G_FADD	1768	0.000776
preinstructionselect	TOTAL	G_FMA	1582	0.000695
preinstructionselect	TOTAL	G_ASHR	1502	0.000660
preinstructionselect	TOTAL	G_SDIV	1477	0.000649
preinstructionselect	TOTAL	G_FSUB	1220	0.000536
preinstructionselect	TOTAL	G_SITOFP	1167	0.000513
preinstructionselect	TOTAL	G_XOR	1158	0.000509
preinstructionselect	TOTAL	G_FDIV	1018	0.000447
preinstructionselect	TOTAL	G_SELECT	1000	0.000439
preinstructionselect	TOTAL	G_FNEG	898	0.000394
preinstructionselect	TOTAL	G_INTTOPTR	858	0.000377
preinstructionselect	TOTAL	G_FPEXT	772	0.000339
preinstructionselect	TOTAL	G_UDIV	655	0.000288
preinstructionselect	TOTAL	G_TRAP	432	0.000190
preinstructionselect	TOTAL	G_FPTOSI	365	0.000160
preinstructionselect	TOTAL	G_FPTRUNC	294	0.000129
preinstructionselect	TOTAL	G_UMULH	84	0.000037
preinstructionselect	TOTAL	G_BRJT	75	0.000033
preinstructionselect	TOTAL	G_JUMP_TABLE	75	0.000033
preinstructionselect	TOTAL	G_FABS	55	0.000024
preinstructionselect	TOTAL	G_UITOFP	53	0.000023
preinstructionselect	TOTAL	G_SEXT_INREG	40	0.000018
preinstructionselect	TOTAL	G_FPTOUI	34	0.000015
preinstructionselect	TOTAL	G_FFLOOR	26	0.000011
preinstructionselect	TOTAL	G_VASTART	24	0.000011
preinstructionselect	TOTAL	G_BUILD_VECTOR	10	0.000004
preinstructionselect	TOTAL	G_UADDO	7	0.000003
preinstructionselect	TOTAL	G_BITCAST	6	0.000003
preinstructionselect	TOTAL	G_UNMERGE_VALUES	4	0.000002
preinstructionselect	TOTAL	G_MERGE_VALUES	3	0.000001
preinstructionselect	TOTAL	G_FCEIL	2	0.000001
preinstructionselect	TOTAL	G_CTLZ	1	0.000000
preinstructionselect	7zip	G_FRAME_INDEX	67836	0.184861
preinstructionselect	7zip	G_LOAD	64808	0.176609
preinstructionselect	7zip	G_CONSTANT	54151	0.147568
preinstructionselect	7zip	G_STORE	48982	0.133482
preinstructionselect	7zip	G_BR	38529	0.104996
preinstructionselect	7zip	G_PTR_ADD	29235	0.079669
preinstructionselect	7zip	G_ICMP	11789	0.032126
preinstructionselect	7zip	G_BRCOND	11521	0.031396
preinstructionselect	7zip	G_INVOKE_REGION_START	7023	0.019138
preinstructionselect	7zip	G_ADD	5738	0.015637
preinstructionselect	7zip	G_ZEXTLOAD	4358	0.011876
preinstructionselect	7zip	G_SHL	3567	0.009720
preinstructionselect	7zip	G_AND	3341	0.009105
preinstructionselect	7zip	G_TRUNC	2682	0.007309
preinstructionselect	7zip	G_PTRTOINT	2449	0.006674
preinstructionselect	7zip	G_ZEXT	1787	0.004870
preinstructionselect	7zip	G_SEXTLOAD	1677	0.004570
preinstructionselect	7zip	G_SUB	1204	0.003281
preinstructionselect	7zip	G_ANYEXT	1021	0.002782
preinstructionselect	7zip	G_OR	797	0.002172
preinstructionselect	7zip	G_GLOBAL_VALUE	792	0.002158
preinstructionselect	7zip	G_LSHR	655	0.001785
preinstructionselect	7zip	G_SEXT	541	0.001474
preinstructionselect	7zip	G_MUL	522	0.001423
preinstructionselect	7zip	G_PHI	509	0.001387
preinstructionselect	7zip	G_XOR	438	0.001194
preinstructionselect	7zip	G_TRAP	282	0.000768
preinstructionselect	7zip	G_SELECT	279	0.000760
preinstructionselect	7zip	G_SDIV	139	0.000379
preinstructionselect	7zip	G_UDIV	114	0.000311
preinstructionselect	7zip	G_ASHR	100	0.000273
preinstructionselect	7zip	G_UMULH	68	0.000185
preinstructionselect	7zip	G_UADDO	7	0.000019
preinstructionselect	7zip	G_INTTOPTR	5	0.000014
preinstructionselect	7zip	G_BRJT	4	0.000011
preinstructionselect	7zip	G_JUMP_TABLE	4	0.000011
preinstructionselect	7zip	G_BUILD_VECTOR	2	0.000005
preinstructionselect	7zip	G_SEXT_INREG	1	0.000003
preinstructionselect	Bullet	G_LOAD	63643	0.205425
preinstructionselect	Bullet	G_FRAME_INDEX	56647	0.182843
preinstructionselect	Bullet	G_STORE	53382	0.172304
preinstructionselect	Bullet	G_CONSTANT	39484	0.127445
preinstructionselect	Bullet	G_PTR_ADD	37152	0.119918
preinstructionselect	Bullet	G_BR	20106	0.064897
preinstructionselect	Bullet	G_BRCOND	5728	0.018489
preinstructionselect	Bullet	G_ICMP	4544	0.014667
preinstructionselect	Bullet	G_INVOKE_REGION_START	4235	0.013670
preinstructionselect	Bullet	G_SHL	2608	0.008418
preinstructionselect	Bullet	G_SEXTLOAD	2305	0.007440
preinstructionselect	Bullet	G_FMUL	2298	0.007417
preinstructionselect	Bullet	G_ADD	2243	0.007240
preinstructionselect	Bullet	G_AND	1586	0.005119
preinstructionselect	Bullet	G_TRUNC	1443	0.004658
preinstructionselect	Bullet	G_FCMP	1326	0.004280
preinstructionselect	Bullet	G_FMA	1159	0.003741
preinstructionselect	Bullet	G_FCONSTANT	1129	0.003644
preinstructionselect	Bullet	G_PTRTOINT	994	0.003208
preinstructionselect	Bullet	G_FADD	977	0.003154
preinstructionselect	Bullet	G_FSUB	818	0.002640
preinstructionselect	Bullet	G_FNEG	806	0.002602
preinstructionselect	Bullet	G_PHI	792	0.002556
preinstructionselect	Bullet	G_ZEXT	778	0.002511
preinstructionselect	Bullet	G_MUL	649	0.002095
preinstructionselect	Bullet	G_FDIV	510	0.001646
preinstructionselect	Bullet	G_ANYEXT	505	0.001630
preinstructionselect	Bullet	G_ZEXTLOAD	403	0.001301
preinstructionselect	Bullet	G_SEXT	344	0.001110
preinstructionselect	Bullet	G_SUB	218	0.000704
preinstructionselect	Bullet	G_SDIV	152	0.000491
preinstructionselect	Bullet	G_SITOFP	145	0.000468
preinstructionselect	Bullet	G_OR	113	0.000365
preinstructionselect	Bullet	G_SELECT	95	0.000307
preinstructionselect	Bullet	G_FPEXT	70	0.000226
preinstructionselect	Bullet	G_GLOBAL_VALUE	60	0.000194
preinstructionselect	Bullet	G_TRAP	59	0.000190
preinstructionselect	Bullet	G_FABS	42	0.000136
preinstructionselect	Bullet	G_FPTRUNC	42	0.000136
preinstructionselect	Bullet	G_LSHR	39	0.000126
preinstructionselect	Bullet	G_XOR	35	0.000113
preinstructionselect	Bullet	G_ASHR	30	0.000097
preinstructionselect	Bullet	G_FPTOUI	27	0.000087
preinstructionselect	Bullet	G_UITOFP	26	0.000084
preinstructionselect	Bullet	G_FPTOSI	16	0.000052
preinstructionselect	Bullet	G_UDIV	13	0.000042
preinstructionselect	Bullet	G_SEXT_INREG	11	0.000036
preinstructionselect	Bullet	G_INTTOPTR	10	0.000032
preinstructionselect	Bullet	G_UMULH	10	0.000032
preinstructionselect	Bullet	G_BRJT	2	0.000006
preinstructionselect	Bullet	G_JUMP_TABLE	2	0.000006
preinstructionselect	Bullet	G_BUILD_VECTOR	1	0.000003
preinstructionselect	ClamAV	G_LOAD	49013	0.201945
preinstructionselect	ClamAV	G_FRAME_INDEX	42639	0.175682
preinstructionselect	ClamAV	G_CONSTANT	37667	0.155197
preinstructionselect	ClamAV	G_BR	25264	0.104093
preinstructionselect	ClamAV	G_STORE	20984	0.086459
preinstructionselect	ClamAV	G_PTR_ADD	18311	0.075445
preinstructionselect	ClamAV	G_ICMP	11659	0.048038
preinstructionselect	ClamAV	G_BRCOND	11504	0.047399
preinstructionselect	ClamAV	G_ZEXTLOAD	5614	0.023131
preinstructionselect	ClamAV	G_ADD	4640	0.019118
preinstructionselect	ClamAV	G_SHL	2583	0.010643
preinstructionselect	ClamAV	G_AND	1795	0.007396
preinstructionselect	ClamAV	G_TRUNC	1705	0.007025
preinstructionselect	ClamAV	G_SUB	1303	0.005369
preinstructionselect	ClamAV	G_SEXTLOAD	1182	0.004870
preinstructionselect	ClamAV	G_MUL	895	0.003688
preinstructionselect	ClamAV	G_ZEXT	877	0.003613
preinstructionselect	ClamAV	G_OR	865	0.003564
preinstructionselect	ClamAV	G_LSHR	742	0.003057
preinstructionselect	ClamAV	G_ANYEXT	711	0.002929
preinstructionselect	ClamAV	G_XOR	574	0.002365
preinstructionselect	ClamAV	G_SEXT	558	0.002299
preinstructionselect	ClamAV	G_PHI	466	0.001920
preinstructionselect	ClamAV	G_PTRTOINT	299	0.001232
preinstructionselect	ClamAV	G_GLOBAL_VALUE	246	0.001014
preinstructionselect	ClamAV	G_ASHR	187	0.000770
preinstructionselect	ClamAV	G_UDIV	169	0.000696
preinstructionselect	ClamAV	G_SELECT	111	0.000457
preinstructionselect	ClamAV	G_SDIV	66	0.000272
preinstructionselect	ClamAV	G_BRJT	15	0.000062
preinstructionselect	ClamAV	G_JUMP_TABLE	15	0.000062
preinstructionselect	ClamAV	G_SEXT_INREG	13	0.000054
preinstructionselect	ClamAV	G_INTTOPTR	12	0.000049
preinstructionselect	ClamAV	G_VASTART	9	0.000037
preinstructionselect	ClamAV	G_BUILD_VECTOR	5	0.000021
preinstructionselect	ClamAV	G_FCONSTANT	1	0.000004
preinstructionselect	ClamAV	G_FDIV	1	0.000004
preinstructionselect	ClamAV	G_FMUL	1	0.000004
preinstructionselect	ClamAV	G_FPTOSI	1	0.000004
preinstructionselect	ClamAV	G_FPTOUI	1	0.000004
preinstructionselect	ClamAV	G_FSUB	1	0.000004
preinstructionselect	ClamAV	G_UITOFP	1	0.000004
preinstructionselect	consumer-typeset	G_LOAD	62308	0.224220
preinstructionselect	consumer-typeset	G_CONSTANT	42989	0.154699
preinstructionselect	consumer-typeset	G_PTR_ADD	28139	0.101260
preinstructionselect	consumer-typeset	G_STORE	27707	0.099706
preinstructionselect	consumer-typeset	G_BR	26373	0.094905
preinstructionselect	consumer-typeset	G_FRAME_INDEX	22856	0.082249
preinstructionselect	consumer-typeset	G_GLOBAL_VALUE	17477	0.062892
preinstructionselect	consumer-typeset	G_ICMP	10344	0.037224
preinstructionselect	consumer-typeset	G_BRCOND	10148	0.036518
preinstructionselect	consumer-typeset	G_ZEXTLOAD	4941	0.017781
preinstructionselect	consumer-typeset	G_SHL	4304	0.015488
preinstructionselect	consumer-typeset	G_AND	3845	0.013837
preinstructionselect	consumer-typeset	G_SEXTLOAD	3839	0.013815
preinstructionselect	consumer-typeset	G_TRUNC	2782	0.010011
preinstructionselect	consumer-typeset	G_ANYEXT	1618	0.005822
preinstructionselect	consumer-typeset	G_OR	1420	0.005110
preinstructionselect	consumer-typeset	G_ADD	1331	0.004790
preinstructionselect	consumer-typeset	G_LSHR	1124	0.004045
preinstructionselect	consumer-typeset	G_PHI	1040	0.003743
preinstructionselect	consumer-typeset	G_ZEXT	873	0.003142
preinstructionselect	consumer-typeset	G_SEXT	772	0.002778
preinstructionselect	consumer-typeset	G_SUB	395	0.001421
preinstructionselect	consumer-typeset	G_MUL	381	0.001371
preinstructionselect	consumer-typeset	G_SDIV	130	0.000468
preinstructionselect	consumer-typeset	G_SITOFP	116	0.000417
preinstructionselect	consumer-typeset	G_FPEXT	79	0.000284
preinstructionselect	consumer-typeset	G_SELECT	69	0.000248
preinstructionselect	consumer-typeset	G_FPTOSI	68	0.000245
preinstructionselect	consumer-typeset	G_PTRTOINT	64	0.000230
preinstructionselect	consumer-typeset	G_FCONSTANT	54	0.000194
preinstructionselect	consumer-typeset	G_FDIV	54	0.000194
preinstructionselect	consumer-typeset	G_FMUL	52	0.000187
preinstructionselect	consumer-typeset	G_FCMP	40	0.000144
preinstructionselect	consumer-typeset	G_UDIV	26	0.000094
preinstructionselect	consumer-typeset	G_BRJT	21	0.000076
preinstructionselect	consumer-typeset	G_JUMP_TABLE	21	0.000076
preinstructionselect	consumer-typeset	G_FPTRUNC	16	0.000058
preinstructionselect	consumer-typeset	G_FNEG	15	0.000054
preinstructionselect	consumer-typeset	G_SEXT_INREG	13	0.000047
preinstructionselect	consumer-typeset	G_FADD	10	0.000036
preinstructionselect	consumer-typeset	G_FSUB	10	0.000036
preinstructionselect	consumer-typeset	G_FMA	9	0.000032
preinstructionselect	consumer-typeset	G_XOR	7	0.000025
preinstructionselect	consumer-typeset	G_FABS	3	0.000011
preinstructionselect	consumer-typeset	G_ASHR	2	0.000007
preinstructionselect	consumer-typeset	G_FFLOOR	1	0.000004
preinstructionselect	consumer-typeset	G_INTTOPTR	1	0.000004
preinstructionselect	consumer-typeset	G_VASTART	1	0.000004
preinstructionselect	kimwitu++	G_LOAD	51146	0.280982
preinstructionselect	kimwitu++	G_FRAME_INDEX	32559	0.178870
preinstructionselect	kimwitu++	G_STORE	24023	0.131976
preinstructionselect	kimwitu++	G_CONSTANT	23089	0.126845
preinstructionselect	kimwitu++	G_BR	18137	0.099640
preinstructionselect	kimwitu++	G_PTR_ADD	11789	0.064765
preinstructionselect	kimwitu++	G_BRCOND	6464	0.035511
preinstructionselect	kimwitu++	G_ICMP	6329	0.034770
preinstructionselect	kimwitu++	G_PHI	1180	0.006483
preinstructionselect	kimwitu++	G_GLOBAL_VALUE	1095	0.006016
preinstructionselect	kimwitu++	G_AND	1053	0.005785
preinstructionselect	kimwitu++	G_PTRTOINT	817	0.004488
preinstructionselect	kimwitu++	G_INVOKE_REGION_START	814	0.004472
preinstructionselect	kimwitu++	G_TRUNC	668	0.003670
preinstructionselect	kimwitu++	G_SHL	490	0.002692
preinstructionselect	kimwitu++	G_ADD	462	0.002538
preinstructionselect	kimwitu++	G_ZEXT	405	0.002225
preinstructionselect	kimwitu++	G_ZEXTLOAD	280	0.001538
preinstructionselect	kimwitu++	G_SUB	234	0.001286
preinstructionselect	kimwitu++	G_ANYEXT	202	0.001110
preinstructionselect	kimwitu++	G_SEXTLOAD	155	0.000852
preinstructionselect	kimwitu++	G_SDIV	111	0.000610
preinstructionselect	kimwitu++	G_SEXT	109	0.000599
preinstructionselect	kimwitu++	G_MUL	105	0.000577
preinstructionselect	kimwitu++	G_TRAP	81	0.000445
preinstructionselect	kimwitu++	G_SELECT	63	0.000346
preinstructionselect	kimwitu++	G_UDIV	63	0.000346
preinstructionselect	kimwitu++	G_INTTOPTR	61	0.000335
preinstructionselect	kimwitu++	G_BRJT	14	0.000077
preinstructionselect	kimwitu++	G_JUMP_TABLE	14	0.000077
preinstructionselect	kimwitu++	G_XOR	9	0.000049
preinstructionselect	kimwitu++	G_UMULH	2	0.000011
preinstructionselect	kimwitu++	G_ASHR	1	0.000005
preinstructionselect	kimwitu++	G_FCMP	1	0.000005
preinstructionselect	kimwitu++	G_OR	1	0.000005
preinstructionselect	lencod	G_LOAD	63264	0.215645
preinstructionselect	lencod	G_CONSTANT	46953	0.160046
preinstructionselect	lencod	G_FRAME_INDEX	33973	0.115802
preinstructionselect	lencod	G_PTR_ADD	33694	0.114851
preinstructionselect	lencod	G_BR	21613	0.073671
preinstructionselect	lencod	G_STORE	20904	0.071254
preinstructionselect	lencod	G_SEXTLOAD	12614	0.042997
preinstructionselect	lencod	G_SHL	12262	0.041797
preinstructionselect	lencod	G_ICMP	9255	0.031547
preinstructionselect	lencod	G_BRCOND	8882	0.030276
preinstructionselect	lencod	G_ADD	8362	0.028503
preinstructionselect	lencod	G_GLOBAL_VALUE	5661	0.019296
preinstructionselect	lencod	G_MUL	2391	0.008150
preinstructionselect	lencod	G_SUB	2137	0.007284
preinstructionselect	lencod	G_SEXT	1990	0.006783
preinstructionselect	lencod	G_ZEXTLOAD	1759	0.005996
preinstructionselect	lencod	G_TRUNC	1337	0.004557
preinstructionselect	lencod	G_ASHR	1134	0.003865
preinstructionselect	lencod	G_PHI	946	0.003225
preinstructionselect	lencod	G_ANYEXT	788	0.002686
preinstructionselect	lencod	G_AND	544	0.001854
preinstructionselect	lencod	G_SDIV	542	0.001847
preinstructionselect	lencod	G_SITOFP	402	0.001370
preinstructionselect	lencod	G_FCONSTANT	220	0.000750
preinstructionselect	lencod	G_FDIV	212	0.000723
preinstructionselect	lencod	G_SELECT	207	0.000706
preinstructionselect	lencod	G_FMUL	202	0.000689
preinstructionselect	lencod	G_FPEXT	174	0.000593
preinstructionselect	lencod	G_ZEXT	166	0.000566
preinstructionselect	lencod	G_OR	141	0.000481
preinstructionselect	lencod	G_FADD	131	0.000447
preinstructionselect	lencod	G_FPTOSI	120	0.000409
preinstructionselect	lencod	G_FMA	83	0.000283
preinstructionselect	lencod	G_FCMP	80	0.000273
preinstructionselect	lencod	G_UDIV	43	0.000147
preinstructionselect	lencod	G_XOR	42	0.000143
preinstructionselect	lencod	G_FSUB	30	0.000102
preinstructionselect	lencod	G_FFLOOR	25	0.000085
preinstructionselect	lencod	G_UITOFP	24	0.000082
preinstructionselect	lencod	G_FPTRUNC	18	0.000061
preinstructionselect	lencod	G_FNEG	16	0.000055
preinstructionselect	lencod	G_LSHR	15	0.000051
preinstructionselect	lencod	G_FABS	4	0.000014
preinstructionselect	lencod	G_FPTOUI	3	0.000010
preinstructionselect	lencod	G_BRJT	2	0.000007
preinstructionselect	lencod	G_FCEIL	2	0.000007
preinstructionselect	lencod	G_JUMP_TABLE	2	0.000007
preinstructionselect	lencod	G_BUILD_VECTOR	1	0.000003
preinstructionselect	lencod	G_SEXT_INREG	1	0.000003
preinstructionselect	mafft	G_LOAD	30629	0.216183
preinstructionselect	mafft	G_FRAME_INDEX	26117	0.184337
preinstructionselect	mafft	G_CONSTANT	16775	0.118400
preinstructionselect	mafft	G_STORE	14840	0.104742
preinstructionselect	mafft	G_BR	12868	0.090824
preinstructionselect	mafft	G_PTR_ADD	8435	0.059535
preinstructionselect	mafft	G_SEXTLOAD	5179	0.036554
preinstructionselect	mafft	G_SHL	4982	0.035164
preinstructionselect	mafft	G_BRCOND	4531	0.031980
preinstructionselect	mafft	G_ICMP	4427	0.031246
preinstructionselect	mafft	G_ADD	4399	0.031049
preinstructionselect	mafft	G_GLOBAL_VALUE	1586	0.011194
preinstructionselect	mafft	G_SEXT	807	0.005696
preinstructionselect	mafft	G_ZEXTLOAD	733	0.005174
preinstructionselect	mafft	G_FADD	576	0.004065
preinstructionselect	mafft	G_MUL	560	0.003953
preinstructionselect	mafft	G_FMUL	455	0.003211
preinstructionselect	mafft	G_FPEXT	449	0.003169
preinstructionselect	mafft	G_SITOFP	435	0.003070
preinstructionselect	mafft	G_SUB	409	0.002887
preinstructionselect	mafft	G_FCONSTANT	325	0.002294
preinstructionselect	mafft	G_FCMP	304	0.002146
preinstructionselect	mafft	G_TRUNC	271	0.001913
preinstructionselect	mafft	G_FMA	223	0.001574
preinstructionselect	mafft	G_FSUB	219	0.001546
preinstructionselect	mafft	G_FPTRUNC	218	0.001539
preinstructionselect	mafft	G_PHI	215	0.001517
preinstructionselect	mafft	G_ANYEXT	161	0.001136
preinstructionselect	mafft	G_FDIV	153	0.001080
preinstructionselect	mafft	G_FPTOSI	125	0.000882
preinstructionselect	mafft	G_PTRTOINT	86	0.000607
preinstructionselect	mafft	G_ZEXT	49	0.000346
preinstructionselect	mafft	G_AND	48	0.000339
preinstructionselect	mafft	G_SDIV	43	0.000303
preinstructionselect	mafft	G_FNEG	37	0.000261
preinstructionselect	mafft	G_SELECT	4	0.000028
preinstructionselect	mafft	G_XOR	3	0.000021
preinstructionselect	mafft	G_BRJT	2	0.000014
preinstructionselect	mafft	G_JUMP_TABLE	2	0.000014
