stage	workload	opcode	count	share
prelegalizer	TOTAL	G_LOAD	493462	0.202320
prelegalizer	TOTAL	G_FRAME_INDEX	431287	0.176828
prelegalizer	TOTAL	G_CONSTANT	373340	0.153070
prelegalizer	TOTAL	G_STORE	274581	0.112579
prelegalizer	TOTAL	G_BR	204751	0.083948
prelegalizer	TOTAL	G_PTR_ADD	202566	0.083052
prelegalizer	TOTAL	G_GLOBAL_VALUE	85529	0.035067
prelegalizer	TOTAL	G_BRCOND	76087	0.031196
prelegalizer	TOTAL	G_ICMP	75599	0.030996
prelegalizer	TOTAL	G_SHL	32764	0.013433
prelegalizer	TOTAL	G_ADD	32025	0.013130
prelegalizer	TOTAL	G_SEXTLOAD	29931	0.012272
prelegalizer	TOTAL	G_ZEXTLOAD	20961	0.008594
prelegalizer	TOTAL	G_INVOKE_REGION_START	12072	0.004950
prelegalizer	TOTAL	G_TRUNC	10523	0.004314
prelegalizer	TOTAL	G_ZEXT	7891	0.003235
prelegalizer	TOTAL	G_AND	6974	0.002859
prelegalizer	TOTAL	G_FCONSTANT	6310	0.002587
prelegalizer	TOTAL	G_SUB	6278	0.002574
prelegalizer	TOTAL	G_MUL	6152	0.002522
prelegalizer	TOTAL	G_PHI	6108	0.002504
prelegalizer	TOTAL	G_SEXT	5925	0.002429
prelegalizer	TOTAL	G_PTRTOINT	5531	0.002268
prelegalizer	TOTAL	G_OR	3665	0.001503
prelegalizer	TOTAL	G_ANYEXT	3404	0.001396
prelegalizer	TOTAL	G_FMUL	3236	0.001327
prelegalizer	TOTAL	G_LSHR	2676	0.001097
prelegalizer	TOTAL	G_FCMP	1827	0.000749
prelegalizer	TOTAL	G_FADD	1772	0.000727
prelegalizer	TOTAL	G_FMA	1582	0.000649
prelegalizer	TOTAL	G_ASHR	1502	0.000616
prelegalizer	TOTAL	G_FSUB	1221	0.000501
prelegalizer	TOTAL	G_SDIV	1173	0.000481
prelegalizer	TOTAL	G_SITOFP	1170	0.000480
prelegalizer	TOTAL	G_XOR	1154	0.000473
prelegalizer	TOTAL	G_FDIV	1020	0.000418
prelegalizer	TOTAL	G_SELECT	999	0.000410
prelegalizer	TOTAL	G_FNEG	900	0.000369
prelegalizer	TOTAL	G_INTTOPTR	879	0.000360
prelegalizer	TOTAL	G_FPEXT	775	0.000318
prelegalizer	TOTAL	G_MEMCPY	575	0.000236
prelegalizer	TOTAL	G_TRAP	432	0.000177
prelegalizer	TOTAL	G_FPTOSI	366	0.000150
prelegalizer	TOTAL	G_UDIV	345	0.000141
prelegalizer	TOTAL	G_UREM	310	0.000127
prelegalizer	TOTAL	G_SREM	304	0.000125
prelegalizer	TOTAL	G_FPTRUNC	295	0.000121
prelegalizer	TOTAL	G_MEMSET	213	0.000087
prelegalizer	TOTAL	G_MEMMOVE	107	0.000044
prelegalizer	TOTAL	G_UMULO	84	0.000034
prelegalizer	TOTAL	G_BRJT	75	0.000031
prelegalizer	TOTAL	G_JUMP_TABLE	75	0.000031
prelegalizer	TOTAL	G_FABS	55	0.000023
prelegalizer	TOTAL	G_UITOFP	53	0.000022
prelegalizer	TOTAL	G_FPTOUI	34	0.000014
prelegalizer	TOTAL	G_FFLOOR	26	0.000011
prelegalizer	TOTAL	G_VASTART	24	0.000010
prelegalizer	TOTAL	G_BUILD_VECTOR	17	0.000007
prelegalizer	TOTAL	G_UADDO	7	0.000003
prelegalizer	TOTAL	G_DYN_STACKALLOC	5	0.000002
prelegalizer	TOTAL	G_FCEIL	2	0.000001
prelegalizer	TOTAL	G_IS_FPCLASS	2	0.000001
prelegalizer	TOTAL	G_STACKRESTORE	2	0.000001
prelegalizer	TOTAL	G_STACKSAVE	2	0.000001
prelegalizer	TOTAL	G_ABS	1	0.000000
prelegalizer	TOTAL	G_CTLZ	1	0.000000
prelegalizer	7zip	G_FRAME_INDEX	76636	0.197747
prelegalizer	7zip	G_LOAD	64808	0.167227
prelegalizer	7zip	G_CONSTANT	64791	0.167183
prelegalizer	7zip	G_STORE	48982	0.126390
prelegalizer	7zip	G_BR	38529	0.099418
prelegalizer	7zip	G_PTR_ADD	30332	0.078267
prelegalizer	7zip	G_ICMP	11721	0.030244
prelegalizer	7zip	G_BRCOND	11521	0.029728
prelegalizer	7zip	G_INVOKE_REGION_START	7023	0.018122
prelegalizer	7zip	G_ADD	5738	0.014806
prelegalizer	7zip	G_ZEXTLOAD	4358	0.011245
prelegalizer	7zip	G_GLOBAL_VALUE	3581	0.009240
prelegalizer	7zip	G_SHL	3567	0.009204
prelegalizer	7zip	G_TRUNC	2472	0.006379
prelegalizer	7zip	G_PTRTOINT	2448	0.006317
prelegalizer	7zip	G_ZEXT	2058	0.005310
prelegalizer	7zip	G_SEXTLOAD	1677	0.004327
prelegalizer	7zip	G_SUB	1176	0.003034
prelegalizer	7zip	G_ANYEXT	974	0.002513
prelegalizer	7zip	G_OR	797	0.002057
prelegalizer	7zip	G_LSHR	655	0.001690
prelegalizer	7zip	G_AND	618	0.001595
prelegalizer	7zip	G_SEXT	546	0.001409
prelegalizer	7zip	G_PHI	509	0.001313
prelegalizer	7zip	G_XOR	438	0.001130
prelegalizer	7zip	G_MUL	427	0.001102
prelegalizer	7zip	G_TRAP	282	0.000728
prelegalizer	7zip	G_SELECT	279	0.000720
prelegalizer	7zip	G_SDIV	123	0.000317
prelegalizer	7zip	G_UDIV	103	0.000266
prelegalizer	7zip	G_ASHR	100	0.000258
prelegalizer	7zip	G_MEMCPY	83	0.000214
prelegalizer	7zip	G_UMULO	68	0.000175
prelegalizer	7zip	G_MEMMOVE	49	0.000126
prelegalizer	7zip	G_MEMSET	24	0.000062
prelegalizer	7zip	G_SREM	16	0.000041
prelegalizer	7zip	G_UREM	11	0.000028
prelegalizer	7zip	G_UADDO	7	0.000018
prelegalizer	7zip	G_INTTOPTR	5	0.000013
prelegalizer	7zip	G_BRJT	4	0.000010
prelegalizer	7zip	G_JUMP_TABLE	4	0.000010
prelegalizer	7zip	G_BUILD_VECTOR	2	0.000005
prelegalizer	7zip	G_DYN_STACKALLOC	1	0.000003
prelegalizer	7zip	G_STACKRESTORE	1	0.000003
prelegalizer	7zip	G_STACKSAVE	1	0.000003
prelegalizer	Bullet	G_FRAME_INDEX	65890	0.202200
prelegalizer	Bullet	G_LOAD	63643	0.195305
prelegalizer	Bullet	G_STORE	53382	0.163816
prelegalizer	Bullet	G_CONSTANT	43257	0.132745
prelegalizer	Bullet	G_PTR_ADD	38292	0.117509
prelegalizer	Bullet	G_BR	20106	0.061700
prelegalizer	Bullet	G_BRCOND	5728	0.017578
prelegalizer	Bullet	G_ICMP	4534	0.013914
prelegalizer	Bullet	G_INVOKE_REGION_START	4235	0.012996
prelegalizer	Bullet	G_FCONSTANT	3977	0.012204
prelegalizer	Bullet	G_SHL	2608	0.008003
prelegalizer	Bullet	G_SEXTLOAD	2305	0.007073
prelegalizer	Bullet	G_FMUL	2298	0.007052
prelegalizer	Bullet	G_ADD	2243	0.006883
prelegalizer	Bullet	G_FCMP	1326	0.004069
prelegalizer	Bullet	G_FMA	1159	0.003557
prelegalizer	Bullet	G_PTRTOINT	1008	0.003093
prelegalizer	Bullet	G_FADD	977	0.002998
prelegalizer	Bullet	G_GLOBAL_VALUE	968	0.002971
prelegalizer	Bullet	G_ZEXT	871	0.002673
prelegalizer	Bullet	G_TRUNC	826	0.002535
prelegalizer	Bullet	G_FSUB	818	0.002510
prelegalizer	Bullet	G_FNEG	806	0.002473
prelegalizer	Bullet	G_PHI	792	0.002430
prelegalizer	Bullet	G_MUL	565	0.001734
prelegalizer	Bullet	G_FDIV	510	0.001565
prelegalizer	Bullet	G_ANYEXT	456	0.001399
prelegalizer	Bullet	G_ZEXTLOAD	403	0.001237
prelegalizer	Bullet	G_SEXT	355	0.001089
prelegalizer	Bullet	G_AND	343	0.001053
prelegalizer	Bullet	G_SITOFP	145	0.000445
prelegalizer	Bullet	G_SUB	144	0.000442
prelegalizer	Bullet	G_OR	113	0.000347
prelegalizer	Bullet	G_SELECT	95	0.000292
prelegalizer	Bullet	G_MEMCPY	84	0.000258
prelegalizer	Bullet	G_SDIV	83	0.000255
prelegalizer	Bullet	G_FPEXT	70	0.000215
prelegalizer	Bullet	G_SREM	69	0.000212
prelegalizer	Bullet	G_TRAP	59	0.000181
prelegalizer	Bullet	G_FABS	42	0.000129
prelegalizer	Bullet	G_FPTRUNC	42	0.000129
prelegalizer	Bullet	G_LSHR	39	0.000120
prelegalizer	Bullet	G_XOR	35	0.000107
prelegalizer	Bullet	G_ASHR	30	0.000092
prelegalizer	Bullet	G_FPTOUI	27	0.000083
prelegalizer	Bullet	G_MEMSET	27	0.000083
prelegalizer	Bullet	G_UITOFP	26	0.000080
prelegalizer	Bullet	G_FPTOSI	16	0.000049
prelegalizer	Bullet	G_INTTOPTR	10	0.000031
prelegalizer	Bullet	G_UMULO	10	0.000031
prelegalizer	Bullet	G_UDIV	8	0.000025
prelegalizer	Bullet	G_UREM	5	0.000015
prelegalizer	Bullet	G_BRJT	2	0.000006
prelegalizer	Bullet	G_JUMP_TABLE	2	0.000006
prelegalizer	Bullet	G_BUILD_VECTOR	1	0.000003
prelegalizer	ClamAV	G_LOAD	49013	0.188843
prelegalizer	ClamAV	G_FRAME_INDEX	45902	0.176857
prelegalizer	ClamAV	G_CONSTANT	45232	0.174276
prelegalizer	ClamAV	G_BR	25264	0.097340
prelegalizer	ClamAV	G_STORE	20984	0.080850
prelegalizer	ClamAV	G_PTR_ADD	18854	0.072643
prelegalizer	ClamAV	G_ICMP	11659	0.044921
prelegalizer	ClamAV	G_BRCOND	11504	0.044324
prelegalizer	ClamAV	G_GLOBAL_VALUE	6760	0.026046
prelegalizer	ClamAV	G_ZEXTLOAD	5614	0.021630
prelegalizer	ClamAV	G_ADD	4640	0.017878
prelegalizer	ClamAV	G_SHL	2583	0.009952
prelegalizer	ClamAV	G_TRUNC	1673	0.006446
prelegalizer	ClamAV	G_AND	1396	0.005379
prelegalizer	ClamAV	G_SUB	1204	0.004639
prelegalizer	ClamAV	G_SEXTLOAD	1182	0.004554
prelegalizer	ClamAV	G_OR	865	0.003333
prelegalizer	ClamAV	G_MUL	796	0.003067
prelegalizer	ClamAV	G_ZEXT	788	0.003036
prelegalizer	ClamAV	G_LSHR	742	0.002859
prelegalizer	ClamAV	G_SEXT	574	0.002212
prelegalizer	ClamAV	G_XOR	574	0.002212
prelegalizer	ClamAV	G_PHI	466	0.001795
prelegalizer	ClamAV	G_PTRTOINT	300	0.001156
prelegalizer	ClamAV	G_ANYEXT	194	0.000747
prelegalizer	ClamAV	G_ASHR	187	0.000720
prelegalizer	ClamAV	G_SELECT	111	0.000428
prelegalizer	ClamAV	G_MEMCPY	106	0.000408
prelegalizer	ClamAV	G_UDIV	96	0.000370
prelegalizer	ClamAV	G_UREM	73	0.000281
prelegalizer	ClamAV	G_MEMSET	46	0.000177
prelegalizer	ClamAV	G_SDIV	40	0.000154
prelegalizer	ClamAV	G_SREM	26	0.000100
prelegalizer	ClamAV	G_INTTOPTR	20	0.000077
prelegalizer	ClamAV	G_MEMMOVE	17	0.000065
prelegalizer	ClamAV	G_BRJT	15	0.000058
prelegalizer	ClamAV	G_JUMP_TABLE	15	0.000058
prelegalizer	ClamAV	G_VASTART	9	0.000035
prelegalizer	ClamAV	G_BUILD_VECTOR	6	0.000023
prelegalizer	ClamAV	G_FCONSTANT	5	0.000019
prelegalizer	ClamAV	G_FDIV	1	0.000004
prelegalizer	ClamAV	G_FMUL	1	0.000004
prelegalizer	ClamAV	G_FPTOSI	1	0.000004
prelegalizer	ClamAV	G_FPTOUI	1	0.000004
prelegalizer	ClamAV	G_FSUB	1	0.000004
prelegalizer	ClamAV	G_STACKRESTORE	1	0.000004
prelegalizer	ClamAV	G_STACKSAVE	1	0.000004
prelegalizer	ClamAV	G_UITOFP	1	0.000004
prelegalizer	consumer-typeset	G_LOAD	62308	0.205398
prelegalizer	consumer-typeset	G_CONSTANT	53728	0.177114
prelegalizer	consumer-typeset	G_PTR_ADD	33940	0.111883
prelegalizer	consumer-typeset	G_STORE	27707	0.091336
prelegalizer	consumer-typeset	G_GLOBAL_VALUE	27645	0.091131
prelegalizer	consumer-typeset	G_BR	26373	0.086938
prelegalizer	consumer-typeset	G_FRAME_INDEX	24832	0.081858
prelegalizer	consumer-typeset	G_ICMP	10344	0.034099
prelegalizer	consumer-typeset	G_BRCOND	10148	0.033453
prelegalizer	consumer-typeset	G_ZEXTLOAD	4941	0.016288
prelegalizer	consumer-typeset	G_SHL	4304	0.014188
prelegalizer	consumer-typeset	G_SEXTLOAD	3839	0.012655
prelegalizer	consumer-typeset	G_AND	3603	0.011877
prelegalizer	consumer-typeset	G_OR	1420	0.004681
prelegalizer	consumer-typeset	G_ADD	1331	0.004388
prelegalizer	consumer-typeset	G_ZEXT	1164	0.003837
prelegalizer	consumer-typeset	G_LSHR	1124	0.003705
prelegalizer	consumer-typeset	G_PHI	1040	0.003428
prelegalizer	consumer-typeset	G_TRUNC	905	0.002983
prelegalizer	consumer-typeset	G_SEXT	785	0.002588
prelegalizer	consumer-typeset	G_SUB	349	0.001150
prelegalizer	consumer-typeset	G_MUL	335	0.001104
prelegalizer	consumer-typeset	G_ANYEXT	215	0.000709
prelegalizer	consumer-typeset	G_FCONSTANT	148	0.000488
prelegalizer	consumer-typeset	G_SITOFP	116	0.000382
prelegalizer	consumer-typeset	G_SDIV	95	0.000313
prelegalizer	consumer-typeset	G_FPEXT	79	0.000260
prelegalizer	consumer-typeset	G_SELECT	69	0.000227
prelegalizer	consumer-typeset	G_FPTOSI	68	0.000224
prelegalizer	consumer-typeset	G_PTRTOINT	67	0.000221
prelegalizer	consumer-typeset	G_FDIV	54	0.000178
prelegalizer	consumer-typeset	G_FMUL	52	0.000171
prelegalizer	consumer-typeset	G_FCMP	40	0.000132
prelegalizer	consumer-typeset	G_SREM	35	0.000115
prelegalizer	consumer-typeset	G_BRJT	21	0.000069
prelegalizer	consumer-typeset	G_JUMP_TABLE	21	0.000069
prelegalizer	consumer-typeset	G_FPTRUNC	16	0.000053
prelegalizer	consumer-typeset	G_FNEG	15	0.000049
prelegalizer	consumer-typeset	G_UDIV	15	0.000049
prelegalizer	consumer-typeset	G_UREM	11	0.000036
prelegalizer	consumer-typeset	G_FADD	10	0.000033
prelegalizer	consumer-typeset	G_FSUB	10	0.000033
prelegalizer	consumer-typeset	G_FMA	9	0.000030
prelegalizer	consumer-typeset	G_XOR	7	0.000023
prelegalizer	consumer-typeset	G_MEMCPY	6	0.000020
prelegalizer	consumer-typeset	G_FABS	3	0.000010
prelegalizer	consumer-typeset	G_ASHR	2	0.000007
prelegalizer	consumer-typeset	G_FFLOOR	1	0.000003
prelegalizer	consumer-typeset	G_INTTOPTR	1	0.000003
prelegalizer	consumer-typeset	G_MEMSET	1	0.000003
prelegalizer	consumer-typeset	G_VASTART	1	0.000003
prelegalizer	kimwitu++	G_LOAD	51146	0.250083
prelegalizer	kimwitu++	G_FRAME_INDEX	38993	0.190660
prelegalizer	kimwitu++	G_CONSTANT	26977	0.131907
prelegalizer	kimwitu++	G_STORE	24023	0.117463
prelegalizer	kimwitu++	G_BR	18137	0.088683
prelegalizer	kimwitu++	G_GLOBAL_VALUE	13755	0.067256
prelegalizer	kimwitu++	G_PTR_ADD	12241	0.059854
prelegalizer	kimwitu++	G_BRCOND	6464	0.031606
prelegalizer	kimwitu++	G_ICMP	6327	0.030936
prelegalizer	kimwitu++	G_PHI	1180	0.005770
prelegalizer	kimwitu++	G_PTRTOINT	817	0.003995
prelegalizer	kimwitu++	G_INVOKE_REGION_START	814	0.003980
prelegalizer	kimwitu++	G_TRUNC	563	0.002753
prelegalizer	kimwitu++	G_ZEXT	515	0.002518
prelegalizer	kimwitu++	G_SHL	490	0.002396
prelegalizer	kimwitu++	G_ADD	462	0.002259
prelegalizer	kimwitu++	G_ANYEXT	307	0.001501
prelegalizer	kimwitu++	G_ZEXTLOAD	280	0.001369
prelegalizer	kimwitu++	G_SUB	213	0.001041
prelegalizer	kimwitu++	G_SEXTLOAD	155	0.000758
prelegalizer	kimwitu++	G_SEXT	109	0.000533
prelegalizer	kimwitu++	G_SDIV	103	0.000504
prelegalizer	kimwitu++	G_MUL	82	0.000401
prelegalizer	kimwitu++	G_TRAP	81	0.000396
prelegalizer	kimwitu++	G_SELECT	63	0.000308
prelegalizer	kimwitu++	G_INTTOPTR	61	0.000298
prelegalizer	kimwitu++	G_UDIV	50	0.000244
prelegalizer	kimwitu++	G_MEMMOVE	27	0.000132
prelegalizer	kimwitu++	G_BRJT	14	0.000068
prelegalizer	kimwitu++	G_JUMP_TABLE	14	0.000068
prelegalizer	kimwitu++	G_MEMSET	14	0.000068
prelegalizer	kimwitu++	G_UREM	13	0.000064
prelegalizer	kimwitu++	G_XOR	9	0.000044
prelegalizer	kimwitu++	G_SREM	8	0.000039
prelegalizer	kimwitu++	G_AND	4	0.000020
prelegalizer	kimwitu++	G_UMULO	2	0.000010
prelegalizer	kimwitu++	G_ASHR	1	0.000005
prelegalizer	kimwitu++	G_FCMP	1	0.000005
prelegalizer	kimwitu++	G_OR	1	0.000005
prelegalizer	lencod	G_LOAD	63264	0.201667
prelegalizer	lencod	G_CONSTANT	54524	0.173806
prelegalizer	lencod	G_FRAME_INDEX	36514	0.116396
prelegalizer	lencod	G_PTR_ADD	35197	0.112197
prelegalizer	lencod	G_BR	21613	0.068896
prelegalizer	lencod	G_STORE	20904	0.066636
prelegalizer	lencod	G_GLOBAL_VALUE	15011	0.047851
prelegalizer	lencod	G_SEXTLOAD	12614	0.040210
prelegalizer	lencod	G_SHL	12262	0.039088
prelegalizer	lencod	G_ICMP	9255	0.029502
prelegalizer	lencod	G_BRCOND	8882	0.028313
prelegalizer	lencod	G_ADD	8362	0.026656
prelegalizer	lencod	G_MUL	2260	0.007204
prelegalizer	lencod	G_SUB	2006	0.006395
prelegalizer	lencod	G_SEXT	1992	0.006350
prelegalizer	lencod	G_ZEXTLOAD	1759	0.005607
prelegalizer	lencod	G_TRUNC	1190	0.003793
prelegalizer	lencod	G_ASHR	1134	0.003615
prelegalizer	lencod	G_PHI	946	0.003016
prelegalizer	lencod	G_FCONSTANT	488	0.001556
prelegalizer	lencod	G_SDIV	432	0.001377
prelegalizer	lencod	G_SITOFP	402	0.001281
prelegalizer	lencod	G_ZEXT	329	0.001049
prelegalizer	lencod	G_AND	297	0.000947
prelegalizer	lencod	G_FDIV	212	0.000676
prelegalizer	lencod	G_SELECT	207	0.000660
prelegalizer	lencod	G_FMUL	202	0.000644
prelegalizer	lencod	G_MEMCPY	190	0.000606
prelegalizer	lencod	G_FPEXT	174	0.000555
prelegalizer	lencod	G_ANYEXT	143	0.000456
prelegalizer	lencod	G_OR	141	0.000449
prelegalizer	lencod	G_FADD	131	0.000418
prelegalizer	lencod	G_FPTOSI	120	0.000383
prelegalizer	lencod	G_SREM	110	0.000351
prelegalizer	lencod	G_FMA	83	0.000265
prelegalizer	lencod	G_FCMP	80	0.000255
prelegalizer	lencod	G_MEMSET	43	0.000137
prelegalizer	lencod	G_XOR	42	0.000134
prelegalizer	lencod	G_FSUB	30	0.000096
prelegalizer	lencod	G_FFLOOR	25	0.000080
prelegalizer	lencod	G_UITOFP	24	0.000077
prelegalizer	lencod	G_UDIV	22	0.000070
prelegalizer	lencod	G_UREM	21	0.000067
prelegalizer	lencod	G_FPTRUNC	18	0.000057
prelegalizer	lencod	G_FNEG	16	0.000051
prelegalizer	lencod	G_LSHR	15	0.000048
prelegalizer	lencod	G_BUILD_VECTOR	7	0.000022
prelegalizer	lencod	G_FABS	4	0.000013
prelegalizer	lencod	G_FPTOUI	3	0.000010
prelegalizer	lencod	G_BRJT	2	0.000006
prelegalizer	lencod	G_FCEIL	2	0.000006
prelegalizer	lencod	G_JUMP_TABLE	2	0.000006
prelegalizer	mafft	G_LOAD	30629	0.196934
prelegalizer	mafft	G_FRAME_INDEX	28235	0.181542
prelegalizer	mafft	G_CONSTANT	20457	0.131532
prelegalizer	mafft	G_STORE	14840	0.095416
prelegalizer	mafft	G_BR	12868	0.082737
prelegalizer	mafft	G_PTR_ADD	8807	0.056626
prelegalizer	mafft	G_GLOBAL_VALUE	8358	0.053739
prelegalizer	mafft	G_SEXTLOAD	5179	0.033299
prelegalizer	mafft	G_SHL	4982	0.032033
prelegalizer	mafft	G_BRCOND	4531	0.029133
prelegalizer	mafft	G_ICMP	4427	0.028464
prelegalizer	mafft	G_ADD	4399	0.028284
prelegalizer	mafft	G_FCONSTANT	1291	0.008301
prelegalizer	mafft	G_SEXT	808	0.005195
prelegalizer	mafft	G_ZEXTLOAD	733	0.004713
prelegalizer	mafft	G_FADD	576	0.003703
prelegalizer	mafft	G_MUL	546	0.003511
prelegalizer	mafft	G_FMUL	455	0.002925
prelegalizer	mafft	G_FPEXT	449	0.002887
prelegalizer	mafft	G_SITOFP	435	0.002797
prelegalizer	mafft	G_SUB	395	0.002540
prelegalizer	mafft	G_FCMP	304	0.001955
prelegalizer	mafft	G_TRUNC	263	0.001691
prelegalizer	mafft	G_FMA	223	0.001434
prelegalizer	mafft	G_FSUB	219	0.001408
prelegalizer	mafft	G_FPTRUNC	218	0.001402
prelegalizer	mafft	G_PHI	215	0.001382
prelegalizer	mafft	G_ZEXT	205	0.001318
prelegalizer	mafft	G_FDIV	153	0.000984
prelegalizer	mafft	G_FPTOSI	125	0.000804
prelegalizer	mafft	G_PTRTOINT	86	0.000553
prelegalizer	mafft	G_FNEG	37	0.000238
prelegalizer	mafft	G_SDIV	29	0.000186
prelegalizer	mafft	G_AND	17	0.000109
prelegalizer	mafft	G_SREM	14	0.000090
prelegalizer	mafft	G_MEMCPY	9	0.000058
prelegalizer	mafft	G_SELECT	4	0.000026
prelegalizer	mafft	G_XOR	3	0.000019
prelegalizer	mafft	G_BRJT	2	0.000013
prelegalizer	mafft	G_JUMP_TABLE	2	0.000013
prelegalizer	mafft	G_ASHR	1	0.000006
prelegalizer	SPASS	G_FRAME_INDEX	38778	0.234481
prelegalizer	SPASS	G_LOAD	37605	0.227388
prelegalizer	SPASS	G_STORE	19393	0.117265
prelegalizer	SPASS	G_CONSTANT	19300	0.116702
prelegalizer	SPASS	G_BR	18717	0.113177
prelegalizer	SPASS	G_ICMP	8040	0.048616
prelegalizer	SPASS	G_BRCOND	7523	0.045490
prelegalizer	SPASS	G_GLOBAL_VALUE	6223	0.037629
prelegalizer	SPASS	G_PTR_ADD	3480	0.021043
prelegalizer	SPASS	G_ADD	1644	0.009941
prelegalizer	SPASS	G_SHL	764	0.004620
prelegalizer	SPASS	G_ZEXT	650	0.003930
prelegalizer	SPASS	G_SEXTLOAD	635	0.003840
prelegalizer	SPASS	G_ZEXTLOAD	540	0.003265
prelegalizer	SPASS	G_PHI	465	0.002812
prelegalizer	SPASS	G_SUB	299	0.001808
prelegalizer	SPASS	G_INTTOPTR	227	0.001373
prelegalizer	SPASS	G_TRUNC	211	0.001276
prelegalizer	SPASS	G_PTRTOINT	206	0.001246
prelegalizer	SPASS	G_SEXT	174	0.001052
prelegalizer	SPASS	G_UREM	166	0.001004
prelegalizer	SPASS	G_MUL	88	0.000532
prelegalizer	SPASS	G_AND	60	0.000363
