workload	opcode	origin	visit	types	memory	action	type_idx	new_type	count	share_percent
kimwitu++	G_STORE	initial	first	f128,p0	s128@64@not_atomic@not_atomic	Legal	0	-	8	0.003771
kimwitu++	G_SUB	generated	first	i32	-	Legal	0	-	8	0.003771
kimwitu++	G_PHI	initial	first	i32	-	Legal	0	-	7	0.003300
kimwitu++	G_TRUNC	generated	first	i8,i16	-	Legal	0	-	6	0.002828
kimwitu++	G_SEXTLOAD	initial	first	i64,p0	i16@16@not_atomic@not_atomic	Legal	0	-	5	0.002357
kimwitu++	G_AND	initial	first	i32	-	Legal	0	-	4	0.001886
kimwitu++	G_LOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	4	0.001886
kimwitu++	G_SELECT	initial	revisit	i64,i32	-	Legal	0	-	4	0.001886
kimwitu++	G_STORE	initial	first	f64,p0	f64@64@not_atomic@not_atomic	Legal	0	-	4	0.001886
kimwitu++	G_ZEXTLOAD	initial	first	i32,p0	i16@16@not_atomic@not_atomic	Legal	0	-	4	0.001886
kimwitu++	G_ICMP	generated	first	i1,i64	-	WidenScalar	0	i32	2	0.000943
kimwitu++	G_ICMP	generated	revisit	i32,i64	-	Legal	0	-	2	0.000943
kimwitu++	G_MUL	initial	revisit	i64	-	Legal	0	-	2	0.000943
kimwitu++	G_SELECT	initial	first	i64,i1	-	WidenScalar	1	i32	2	0.000943
kimwitu++	G_UMULH	generated	first	i64	-	Legal	0	-	2	0.000943
kimwitu++	G_UMULO	initial	first	i64,i1	-	Lower	0	-	2	0.000943
kimwitu++	G_ASHR	initial	first	i64,i64	-	Legal	0	-	1	0.000471
kimwitu++	G_FCMP	initial	first	i1,f64	-	WidenScalar	0	i32	1	0.000471
kimwitu++	G_FCMP	initial	revisit	i32,f64	-	Legal	0	-	1	0.000471
kimwitu++	G_MUL	initial	first	i32	-	Legal	0	-	1	0.000471
kimwitu++	G_OR	initial	first	i32	-	Legal	0	-	1	0.000471
kimwitu++	G_SDIV	initial	first	i32	-	Legal	0	-	1	0.000471
kimwitu++	G_SELECT	initial	first	i1,i1	-	WidenScalar	0	i32	1	0.000471
kimwitu++	G_SELECT	initial	revisit	i32,i1	-	WidenScalar	1	i32	1	0.000471
kimwitu++	G_STORE	initial	first	i16,p0	i16@16@not_atomic@not_atomic	Legal	0	-	1	0.000471
kimwitu++	G_STORE	initial	first	i32,p0	i32@8@not_atomic@not_atomic	Legal	0	-	1	0.000471
kimwitu++	G_STORE	initial	first	i32,p0	i32@128@not_atomic@not_atomic	Legal	0	-	1	0.000471
kimwitu++	G_STORE	initial	first	p0,p0	p0@8@not_atomic@not_atomic	Legal	0	-	1	0.000471
kimwitu++	G_STORE	initial	revisit	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	1	0.000471
kimwitu++	G_STORE	initial	revisit	i8,p0	i8@32@not_atomic@not_atomic	Legal	0	-	1	0.000471
kimwitu++	G_TRUNC	initial	first	i16,i32	-	Legal	0	-	1	0.000471
kimwitu++	G_ZEXTLOAD	initial	first	i64,p0	i32@64@not_atomic@not_atomic	Legal	0	-	1	0.000471
lencod	G_FRAME_INDEX	initial	first	p0	-	Legal	0	-	33973	10.296409
lencod	G_PTR_ADD	initial	first	p0,i64	-	Legal	0	-	33680	10.207607
lencod	G_LOAD	initial	first	p0,p0	p0@64@not_atomic@not_atomic	Legal	0	-	31566	9.566904
lencod	G_CONSTANT	initial	first	i64	-	Legal	0	-	28704	8.699500
lencod	G_LOAD	initial	first	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	25219	7.643279
lencod	G_BR	initial	first	-	-	Legal	0	-	21613	6.550386
lencod	G_BRCOND	initial	revisit	i32	-	Legal	0	-	17711	5.367783
lencod	G_CONSTANT	initial	first	i32	-	Legal	0	-	15661	4.746477
lencod	G_STORE	initial	first	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	13138	3.981815
lencod	G_GLOBAL_VALUE	initial	first	p0	-	Custom	0	-	11797	3.575390
lencod	G_SHL	initial	first	i64,i64	-	Legal	0	-	10946	3.317472
lencod	G_SEXTLOAD	initial	first	i64,p0	i32@32@not_atomic@not_atomic	Legal	0	-	9708	2.942264
lencod	G_BRCOND	initial	first	i1	-	WidenScalar	0	i32	8882	2.691923
lencod	G_ICMP	initial	revisit	i32,i32	-	Legal	0	-	8771	2.658282
lencod	G_ICMP	initial	first	i1,i32	-	WidenScalar	0	i32	8647	2.620700
lencod	G_ADD	initial	first	i32	-	Legal	0	-	8220	2.491287
lencod	G_LOAD	initial	first	i32,p0	i32@64@not_atomic@not_atomic	Legal	0	-	3897	1.181088
lencod	G_STORE	initial	first	p0,p0	p0@64@not_atomic@not_atomic	Legal	0	-	2847	0.862858
lencod	G_SEXT	initial	first	i64,i32	-	Legal	0	-	1988	0.602516
lencod	G_SUB	initial	first	i32	-	Legal	0	-	1951	0.591302
lencod	G_SEXTLOAD	initial	first	i32,p0	i16@16@not_atomic@not_atomic	Legal	0	-	1811	0.548871
lencod	G_STORE	initial	first	i16,p0	i16@16@not_atomic@not_atomic	Legal	0	-	1743	0.528262
lencod	G_MUL	initial	first	i32	-	Legal	0	-	1319	0.399758
lencod	G_SHL	initial	first	i32,i32	-	Custom	0	-	1316	0.398848
lencod	G_STORE	initial	first	i32,p0	i32@64@not_atomic@not_atomic	Legal	0	-	1167	0.353690
lencod	G_ASHR	initial	first	i32,i32	-	Custom	0	-	1131	0.342779
lencod	G_ZEXTLOAD	initial	first	i32,p0	i16@16@not_atomic@not_atomic	Legal	0	-	1107	0.335505
lencod	G_ASHR	initial	revisit	i32,i64	-	Legal	0	-	947	0.287013
lencod	G_MUL	initial	first	i64	-	Legal	0	-	938	0.284285
lencod	G_CONSTANT	generated	first	i64	-	Legal	0	-	819	0.248219
lencod	G_TRUNC	initial	first	i16,i32	-	Legal	0	-	813	0.246401
lencod	G_SHL	initial	revisit	i32,i64	-	Legal	0	-	804	0.243673
lencod	G_LOAD	initial	first	i64,p0	i64@64@not_atomic@not_atomic	Legal	0	-	654	0.198212
lencod	G_LOAD	initial	first	f64,p0	f64@64@not_atomic@not_atomic	Legal	0	-	633	0.191847
lencod	G_PHI	initial	first	i32	-	Legal	0	-	606	0.183664
lencod	G_CONSTANT	initial	first	p0	-	Legal	0	-	541	0.163964
lencod	G_STORE	initial	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	450	0.136384
lencod	G_STORE	initial	first	f64,p0	f64@64@not_atomic@not_atomic	Legal	0	-	428	0.129717
lencod	G_LOAD	initial	first	i16,p0	i16@16@not_atomic@not_atomic	Legal	0	-	427	0.129414
lencod	G_SDIV	initial	first	i32	-	Legal	0	-	420	0.127292
lencod	G_SEXTLOAD	initial	first	i64,p0	i16@16@not_atomic@not_atomic	Legal	0	-	414	0.125474
lencod	G_ICMP	initial	first	i1,p0	-	WidenScalar	0	i32	411	0.124564
lencod	G_ICMP	initial	revisit	i32,p0	-	Legal	0	-	411	0.124564
lencod	G_CONSTANT	generated	first	i32	-	Legal	0	-	403	0.122140
lencod	G_ZEXTLOAD	initial	first	i64,p0	i32@32@not_atomic@not_atomic	Legal	0	-	388	0.117594
lencod	G_CONSTANT	generated	first	i16	-	Legal	0	-	360	0.109107
lencod	G_STORE	initial	first	i64,p0	i64@64@not_atomic@not_atomic	Legal	0	-	342	0.103652
lencod	G_CONSTANT	initial	first	i16	-	Legal	0	-	321	0.097287
lencod	G_SEXTLOAD	initial	first	i64,p0	i32@64@not_atomic@not_atomic	Legal	0	-	317	0.096075
lencod	G_FCONSTANT	initial	first	f64	-	Legal	0	-	301	0.091226
lencod	G_SELECT	initial	revisit	i32,i32	-	Legal	0	-	299	0.090620
lencod	G_CONSTANT	initial	first	i1	-	WidenScalar	0	i8	294	0.089104
lencod	G_CONSTANT	initial	revisit	i8	-	Legal	0	-	294	0.089104
lencod	G_PHI	initial	revisit	i16	-	Legal	0	-	282	0.085467
lencod	G_AND	initial	first	i32	-	Legal	0	-	281	0.085164
lencod	G_SEXTLOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	279	0.084558
lencod	G_CONSTANT	initial	first	i8	-	Legal	0	-	249	0.075466
lencod	G_TRUNC	generated	first	i16,i32	-	Legal	0	-	248	0.075163
lencod	G_PHI	initial	first	i1	-	WidenScalar	0	i16	245	0.074254
lencod	G_AND	generated	first	i32	-	Legal	0	-	243	0.073648
lencod	G_LOAD	initial	first	f32,p0	f32@32@not_atomic@not_atomic	Legal	0	-	230	0.069708
lencod	G_ANYEXT	generated	first	i32,i16	-	Legal	0	-	229	0.069404
lencod	G_STORE	initial	first	i32,p0	i32@8@not_atomic@not_atomic	Legal	0	-	175	0.053038
lencod	G_FPEXT	initial	first	f64,f32	-	Legal	0	-	174	0.052735
lencod	G_SELECT	initial	first	i32,i1	-	WidenScalar	1	i32	172	0.052129
lencod	G_SITOFP	initial	first	f64,i32	-	Legal	0	-	172	0.052129
lencod	G_TRUNC	initial	first	i32,i64	-	Legal	0	-	170	0.051523
lencod	G_ZEXTLOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	161	0.048795
lencod	G_FMUL	initial	first	f64	-	Legal	0	-	148	0.044855
lencod	G_LOAD	initial	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	148	0.044855
lencod	G_TRUNC	initial	first	i8,i32	-	Legal	0	-	147	0.044552
lencod	G_STORE	initial	first	f32,p0	f32@32@not_atomic@not_atomic	Legal	0	-	138	0.041825
lencod	G_MUL	generated	first	i32	-	Legal	0	-	131	0.039703
lencod	G_SUB	generated	first	i32	-	Legal	0	-	131	0.039703
lencod	G_LOAD	initial	first	i32,p0	i16@16@not_atomic@not_atomic	Legal	0	-	126	0.038188
lencod	G_ICMP	initial	revisit	i1,i32	-	WidenScalar	0	i32	123	0.037278
lencod	G_ADD	initial	first	i64	-	Legal	0	-	120	0.036369
lencod	G_SITOFP	initial	first	f32,i32	-	Legal	0	-	119	0.036066
lencod	G_OR	initial	first	i32	-	Legal	0	-	112	0.033945
lencod	G_FDIV	initial	first	f64	-	Legal	0	-	110	0.033338
lencod	G_SDIV	generated	first	i32	-	Legal	0	-	110	0.033338
lencod	G_SREM	initial	first	i32	-	Lower	0	-	110	0.033338
lencod	G_FADD	initial	first	f64	-	Legal	0	-	102	0.030914
lencod	G_FDIV	initial	first	f32	-	Legal	0	-	102	0.030914
lencod	G_FPTOSI	initial	first	i32,f64	-	Legal	0	-	95	0.028792
lencod	G_ZEXT	generated	first	i32,i16	-	Legal	0	-	81	0.024549
lencod	G_STORE	initial	first	p0,p0	p0@8@not_atomic@not_atomic	Legal	0	-	78	0.023640
lencod	G_FMA	initial	first	f64	-	Legal	0	-	74	0.022428
lencod	G_ICMP	initial	first	i1,i64	-	WidenScalar	0	i32	74	0.022428
lencod	G_ICMP	initial	revisit	i32,i64	-	Legal	0	-	74	0.022428
lencod	G_LOAD	initial	first	f128,p0	s128@32@not_atomic@not_atomic	Legal	0	-	74	0.022428
lencod	G_STORE	initial	first	i8,p0	i8@64@not_atomic@not_atomic	Legal	0	-	74	0.022428
lencod	G_ICMP	initial	first	i1,i16	-	WidenScalar	1	i32	73	0.022125
lencod	G_SITOFP	initial	first	f32,i64	-	Legal	0	-	69	0.020912
lencod	G_FCMP	initial	first	i1,f64	-	WidenScalar	0	i32	66	0.020003
lencod	G_FCMP	initial	revisit	i32,f64	-	Legal	0	-	66	0.020003
lencod	G_STORE	initial	first	f128,p0	s128@32@not_atomic@not_atomic	Legal	0	-	63	0.019094
lencod	G_MEMCPY	initial	first	p0,p0,i64	s8@64@not_atomic@not_atomic,s8@64@not_atomic@not_atomic	Libcall	0	-	61	0.018488
lencod	G_STORE	initial	first	f128,p0	s128@16@not_atomic@not_atomic	Legal	0	-	59	0.017881
lencod	G_FCONSTANT	initial	first	f32	-	Legal	0	-	55	0.016669
lencod	G_SUB	initial	first	i64	-	Legal	0	-	55	0.016669
lencod	G_FMUL	initial	first	f32	-	Legal	0	-	54	0.016366
lencod	G_SELECT	initial	revisit	p0,i32	-	Legal	0	-	54	0.016366
lencod	G_ICMP	initial	first	i1,i8	-	WidenScalar	1	i32	50	0.015154
lencod	G_MEMCPY	initial	first	p0,p0,i64	s8@32@not_atomic@not_atomic,s8@32@not_atomic@not_atomic	Libcall	0	-	50	0.015154
lencod	G_LOAD	initial	first	f128,p0	s128@16@not_atomic@not_atomic	Legal	0	-	49	0.014851
lencod	G_ZEXT	generated	first	i32,i8	-	Legal	0	-	49	0.014851
lencod	G_ADD	initial	revisit	i32	-	Legal	0	-	46	0.013942
lencod	G_LOAD	initial	first	f32,p0	f32@64@not_atomic@not_atomic	Legal	0	-	46	0.013942
lencod	G_LOAD	initial	first	i32,p0	i32@128@not_atomic@not_atomic	Legal	0	-	45	0.013638
lencod	G_MEMCPY	initial	first	p0,p0,i64	s8@16@not_atomic@not_atomic,s8@16@not_atomic@not_atomic	Libcall	0	-	45	0.013638
lencod	G_STORE	initial	revisit	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	43	0.013032
lencod	G_PHI	initial	first	p0	-	Legal	0	-	42	0.012729
lencod	G_SITOFP	initial	first	f64,i64	-	Legal	0	-	40	0.012123
lencod	G_ZEXTLOAD	initial	first	i32,p0	i8@64@not_atomic@not_atomic	Legal	0	-	38	0.011517
lencod	G_ZEXT	initial	first	i64,i32	-	Legal	0	-	36	0.010911
lencod	G_SEXTLOAD	initial	first	i64,p0	i8@8@not_atomic@not_atomic	Legal	0	-	33	0.010002
lencod	G_XOR	initial	first	i32	-	Legal	0	-	32	0.009698
lencod	G_PHI	initial	first	i64	-	Legal	0	-	30	0.009092
lencod	G_FADD	initial	first	f32	-	Legal	0	-	29	0.008789
lencod	G_OR	initial	first	i64	-	Legal	0	-	29	0.008789
lencod	G_STORE	initial	first	i16,p0	i16@32@not_atomic@not_atomic	Legal	0	-	29	0.008789
lencod	G_ZEXTLOAD	initial	first	i64,p0	i16@16@not_atomic@not_atomic	Legal	0	-	28	0.008486
lencod	G_SELECT	initial	first	p0,i1	-	WidenScalar	1	i32	27	0.008183
lencod	G_MEMSET	initial	first	p0,i8,i64	s8@8@not_atomic@not_atomic	Libcall	0	-	26	0.007880
lencod	G_FFLOOR	initial	first	f64	-	Legal	0	-	25	0.007577
lencod	G_SEXTLOAD	initial	first	i16,p0	i8@8@not_atomic@not_atomic	WidenScalar	0	i32	25	0.007577
lencod	G_SEXTLOAD	initial	revisit	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	25	0.007577
lencod	G_FPTOSI	initial	first	i32,f32	-	Legal	0	-	24	0.007274
lencod	G_FSUB	initial	first	f64	-	Legal	0	-	23	0.006971
lencod	G_PHI	initial	first	f64	-	Legal	0	-	23	0.006971
lencod	G_ADD	initial	first	i16	-	WidenScalar	0	i32	22	0.006668
lencod	G_LOAD	initial	first	p0,p0	p0@128@not_atomic@not_atomic	Legal	0	-	22	0.006668
lencod	G_STORE	initial	first	f128,p0	s128@64@not_atomic@not_atomic	Legal	0	-	22	0.006668
lencod	G_UDIV	generated	first	i32	-	Legal	0	-	21	0.006365
lencod	G_UREM	initial	first	i32	-	Lower	0	-	21	0.006365
lencod	G_LOAD	initial	first	f128,p0	s128@64@not_atomic@not_atomic	Legal	0	-	20	0.006062
lencod	G_LOAD	initial	first	i8,p0	i8@64@not_atomic@not_atomic	Legal	0	-	20	0.006062
lencod	G_UDIV	initial	first	i32	-	Legal	0	-	20	0.006062
lencod	G_STORE	initial	first	i32,p0	s32@8@not_atomic@not_atomic	Legal	0	-	19	0.005758
lencod	G_FPTRUNC	initial	first	f32,f64	-	Legal	0	-	18	0.005455
lencod	G_LOAD	initial	first	i32,p0	s32@8@not_atomic@not_atomic	Legal	0	-	18	0.005455
lencod	G_SEXTLOAD	initial	first	i32,p0	i16@64@not_atomic@not_atomic	Legal	0	-	18	0.005455
lencod	G_MEMCPY	initial	first	p0,p0,i64	s8@8@not_atomic@not_atomic,s8@8@not_atomic@not_atomic	Libcall	0	-	17	0.005152
lencod	G_AND	initial	first	i64	-	Legal	0	-	16	0.004849
lencod	G_FNEG	initial	first	f64	-	Legal	0	-	16	0.004849
lencod	G_OR	initial	revisit	i32	-	Legal	0	-	16	0.004849
lencod	G_STORE	initial	first	i64,p0	i64@16@not_atomic@not_atomic	Legal	0	-	16	0.004849
lencod	G_ZEXTLOAD	initial	first	i64,p0	i32@64@not_atomic@not_atomic	Legal	0	-	15	0.004546
lencod	G_CONSTANT	initial	first	s64	-	Legal	0	-	14	0.004243
lencod	G_FCMP	initial	first	i1,f32	-	WidenScalar	0	i32	14	0.004243
lencod	G_FCMP	initial	revisit	i32,f32	-	Legal	0	-	14	0.004243
lencod	G_LOAD	initial	first	i64,p0	s64@32@not_atomic@not_atomic	Legal	0	-	14	0.004243
lencod	G_PTR_ADD	initial	first	p0,s64	-	Legal	0	-	14	0.004243
lencod	G_STORE	initial	first	i64,p0	s64@32@not_atomic@not_atomic	Legal	0	-	14	0.004243
lencod	G_SDIV	initial	first	i64	-	Legal	0	-	12	0.003637
lencod	G_STORE	initial	first	i16,p0	i16@64@not_atomic@not_atomic	Legal	0	-	12	0.003637
lencod	G_STORE	initial	first	i16,p0	i16@8@not_atomic@not_atomic	Legal	0	-	11	0.003334
lencod	G_MEMSET	initial	first	p0,i8,i64	s8@32@not_atomic@not_atomic	Libcall	0	-	10	0.003031
lencod	G_STORE	initial	first	i64,p0	i64@32@not_atomic@not_atomic	Legal	0	-	10	0.003031
lencod	G_STORE	initial	first	i64,p0	s64@16@not_atomic@not_atomic	Legal	0	-	10	0.003031
lencod	G_FMA	initial	first	f32	-	Legal	0	-	9	0.002728
lencod	G_LOAD	initial	first	i32,p0	s32@32@not_atomic@not_atomic	Legal	0	-	9	0.002728
lencod	G_SEXTLOAD	initial	first	i32,p0	i16@32@not_atomic@not_atomic	Legal	0	-	9	0.002728
lencod	G_STORE	initial	first	f32,p0	f32@64@not_atomic@not_atomic	Legal	0	-	9	0.002728
lencod	G_XOR	initial	first	i1	-	WidenScalar	0	i32	9	0.002728
lencod	G_XOR	initial	revisit	i32	-	Legal	0	-	9	0.002728
lencod	G_LOAD	initial	first	i64,p0	s64@16@not_atomic@not_atomic	Legal	0	-	8	0.002425
lencod	G_LSHR	initial	first	i32,i32	-	Custom	0	-	8	0.002425
lencod	G_STORE	initial	first	i32,p0	s32@32@not_atomic@not_atomic	Legal	0	-	8	0.002425
lencod	G_UITOFP	initial	first	f64,i16	-	WidenScalar	1	i32	8	0.002425
lencod	G_UITOFP	initial	revisit	f64,i32	-	Legal	0	-	8	0.002425
lencod	G_BUILD_VECTOR	initial	first	<2 x i64>,i64	-	Legal	0	-	7	0.002122
lencod	G_FSUB	initial	first	f32	-	Legal	0	-	7	0.002122
lencod	G_LSHR	initial	first	i64,i64	-	Legal	0	-	7	0.002122
lencod	G_LSHR	initial	revisit	i32,i64	-	Legal	0	-	7	0.002122
lencod	G_MEMCPY	initial	first	p0,p0,i64	s8@64@not_atomic@not_atomic,s8@16@not_atomic@not_atomic	Libcall	0	-	7	0.002122
lencod	G_STORE	initial	first	i16,p0	s16@8@not_atomic@not_atomic	Legal	0	-	7	0.002122
lencod	G_STORE	initial	first	i32,p0	i32@16@not_atomic@not_atomic	Legal	0	-	7	0.002122
lencod	G_UITOFP	initial	first	f64,i32	-	Legal	0	-	7	0.002122
lencod	G_ZEXTLOAD	initial	first	i64,p0	i16@64@not_atomic@not_atomic	Legal	0	-	7	0.002122
lencod	G_LOAD	initial	first	i16,p0	s16@8@not_atomic@not_atomic	Legal	0	-	6	0.001818
lencod	G_MEMCPY	initial	first	p0,p0,i64	s8@16@not_atomic@not_atomic,s8@64@not_atomic@not_atomic	Libcall	0	-	6	0.001818
lencod	G_SELECT	initial	first	f64,i1	-	WidenScalar	1	i32	6	0.001818
lencod	G_SELECT	initial	revisit	f64,i32	-	Legal	0	-	6	0.001818
lencod	G_STORE	initial	first	<2 x i64>,p0	<2 x i64>@32@not_atomic@not_atomic	Legal	0	-	6	0.001818
lencod	G_UITOFP	initial	first	f32,i64	-	Legal	0	-	6	0.001818
lencod	G_LOAD	initial	first	i16,p0	i16@32@not_atomic@not_atomic	Legal	0	-	5	0.001515
lencod	G_MEMSET	initial	first	p0,i8,i64	s8@16@not_atomic@not_atomic	Libcall	0	-	5	0.001515
lencod	G_PHI	initial	revisit	i32	-	Legal	0	-	5	0.001515
lencod	G_TRUNC	initial	first	i8,i16	-	Legal	0	-	5	0.001515
lencod	G_FABS	initial	first	f64	-	Legal	0	-	4	0.001212
lencod	G_LOAD	initial	first	f128,p0	s128@8@not_atomic@not_atomic	Legal	0	-	4	0.001212
lencod	G_LOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	4	0.001212
lencod	G_SELECT	initial	revisit	f32,i32	-	Legal	0	-	4	0.001212
lencod	G_STORE	initial	first	f64,p0	f64@8@not_atomic@not_atomic	Legal	0	-	4	0.001212
lencod	G_STORE	initial	revisit	i32,p0	i32@64@not_atomic@not_atomic	Legal	0	-	4	0.001212
lencod	G_ZEXTLOAD	initial	first	i32,p0	i8@16@not_atomic@not_atomic	Legal	0	-	4	0.001212
lencod	G_AND	generated	first	i64	-	Legal	0	-	3	0.000909
lencod	G_ANYEXT	generated	first	i64,i32	-	Legal	0	-	3	0.000909
lencod	G_ASHR	initial	first	i64,i64	-	Legal	0	-	3	0.000909
lencod	G_FPTOUI	initial	first	i64,f32	-	Legal	0	-	3	0.000909
lencod	G_LOAD	initial	first	i16,p0	i16@64@not_atomic@not_atomic	Legal	0	-	3	0.000909
lencod	G_LOAD	initial	first	i32,p0	i16@64@not_atomic@not_atomic	Legal	0	-	3	0.000909
lencod	G_LOAD	initial	first	i32,p0	i16@128@not_atomic@not_atomic	Legal	0	-	3	0.000909
lencod	G_MUL	initial	first	i16	-	WidenScalar	0	i32	3	0.000909
lencod	G_MUL	initial	revisit	i32	-	Legal	0	-	3	0.000909
lencod	G_STORE	initial	first	f128,p0	s128@8@not_atomic@not_atomic	Legal	0	-	3	0.000909
lencod	G_STORE	initial	first	i8,p0	i8@16@not_atomic@not_atomic	Legal	0	-	3	0.000909
lencod	G_STORE	initial	first	i8,p0	i8@32@not_atomic@not_atomic	Legal	0	-	3	0.000909
lencod	G_ZEXTLOAD	initial	first	i32,p0	i16@64@not_atomic@not_atomic	Legal	0	-	3	0.000909
lencod	G_ZEXTLOAD	initial	first	i64,p0	s8@64@not_atomic@not_atomic	Legal	0	-	3	0.000909
lencod	G_AND	generated	revisit	i32	-	Legal	0	-	2	0.000606
lencod	G_AND	initial	revisit	i32	-	Legal	0	-	2	0.000606
lencod	G_BRJT	initial	first	p0,i64	-	Legal	0	-	2	0.000606
lencod	G_FCEIL	initial	first	f64	-	Legal	0	-	2	0.000606
lencod	G_JUMP_TABLE	initial	first	p0	-	Legal	0	-	2	0.000606
lencod	G_LOAD	initial	first	i16,p0	s16@16@not_atomic@not_atomic	Legal	0	-	2	0.000606
lencod	G_LOAD	initial	first	i32,p0	s32@16@not_atomic@not_atomic	Legal	0	-	2	0.000606
lencod	G_LOAD	initial	first	i64,p0	s64@64@not_atomic@not_atomic	Legal	0	-	2	0.000606
lencod	G_LOAD	initial	first	i8,p0	i8@32@not_atomic@not_atomic	Legal	0	-	2	0.000606
lencod	G_MEMSET	initial	first	p0,i8,i64	s8@64@not_atomic@not_atomic	Libcall	0	-	2	0.000606
lencod	G_SELECT	initial	first	f32,i1	-	WidenScalar	1	i32	2	0.000606
lencod	G_SEXT	generated	first	i32,i16	-	Legal	0	-	2	0.000606
lencod	G_SITOFP	initial	first	f32,i16	-	WidenScalar	1	i32	2	0.000606
lencod	G_SITOFP	initial	revisit	f32,i32	-	Legal	0	-	2	0.000606
lencod	G_STORE	initial	first	<2 x i64>,p0	<2 x i64>@64@not_atomic@not_atomic	Legal	0	-	2	0.000606
lencod	G_STORE	initial	first	i32,p0	s32@16@not_atomic@not_atomic	Legal	0	-	2	0.000606
lencod	G_UDIV	initial	first	i64	-	Legal	0	-	2	0.000606
lencod	G_UITOFP	initial	first	f32,i32	-	Legal	0	-	2	0.000606
lencod	G_ZEXTLOAD	initial	first	i32,p0	s8@16@not_atomic@not_atomic	Legal	0	-	2	0.000606
lencod	G_AND	generated	first	i16	-	WidenScalar	0	i32	1	0.000303
lencod	G_FPTOSI	initial	first	i64,f32	-	Legal	0	-	1	0.000303
lencod	G_LOAD	initial	first	i32,p0	s32@64@not_atomic@not_atomic	Legal	0	-	1	0.000303
lencod	G_LOAD	initial	first	i64,p0	s64@8@not_atomic@not_atomic	Legal	0	-	1	0.000303
lencod	G_LOAD	initial	first	i8,p0	s8@8@not_atomic@not_atomic	Legal	0	-	1	0.000303
lencod	G_MEMCPY	initial	first	p0,p0,i64	s8@8@not_atomic@not_atomic,s8@16@not_atomic@not_atomic	Libcall	0	-	1	0.000303
lencod	G_MEMCPY	initial	first	p0,p0,i64	s8@16@not_atomic@not_atomic,s8@8@not_atomic@not_atomic	Libcall	0	-	1	0.000303
lencod	G_MEMCPY	initial	first	p0,p0,i64	s8@32@not_atomic@not_atomic,s8@64@not_atomic@not_atomic	Libcall	0	-	1	0.000303
lencod	G_MEMCPY	initial	first	p0,p0,i64	s8@64@not_atomic@not_atomic,s8@32@not_atomic@not_atomic	Libcall	0	-	1	0.000303
lencod	G_SEXT_INREG	generated	first	i64	-	Legal	0	-	1	0.000303
lencod	G_STORE	initial	first	i16,p0	s16@16@not_atomic@not_atomic	Legal	0	-	1	0.000303
lencod	G_STORE	initial	first	i32,p0	s32@64@not_atomic@not_atomic	Legal	0	-	1	0.000303
lencod	G_STORE	initial	first	i64,p0	i64@8@not_atomic@not_atomic	Legal	0	-	1	0.000303
lencod	G_STORE	initial	first	i64,p0	s64@8@not_atomic@not_atomic	Legal	0	-	1	0.000303
lencod	G_STORE	initial	first	i8,p0	s8@8@not_atomic@not_atomic	Legal	0	-	1	0.000303
lencod	G_TRUNC	initial	first	i16,i64	-	Legal	0	-	1	0.000303
lencod	G_UITOFP	initial	first	f64,i64	-	Legal	0	-	1	0.000303
lencod	G_XOR	initial	first	i64	-	Legal	0	-	1	0.000303
lencod	G_ZEXTLOAD	initial	first	i16,p0	i8@8@not_atomic@not_atomic	WidenScalar	0	i32	1	0.000303
lencod	G_ZEXTLOAD	initial	first	i32,p0	i8@32@not_atomic@not_atomic	Legal	0	-	1	0.000303
lencod	G_ZEXTLOAD	initial	first	i64,p0	i8@8@not_atomic@not_atomic	Legal	0	-	1	0.000303
lencod	G_ZEXTLOAD	initial	revisit	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	1	0.000303
mafft	G_FRAME_INDEX	initial	first	p0	-	Legal	0	-	26117	16.257688
mafft	G_LOAD	initial	first	p0,p0	p0@64@not_atomic@not_atomic	Legal	0	-	13820	8.602873
mafft	G_LOAD	initial	first	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	12914	8.038893
mafft	G_BR	initial	first	-	-	Legal	0	-	12868	8.010259
mafft	G_BRCOND	initial	revisit	i32	-	Legal	0	-	9033	5.622992
mafft	G_PTR_ADD	initial	first	p0,i64	-	Legal	0	-	8435	5.250741
mafft	G_CONSTANT	initial	first	i32	-	Legal	0	-	8117	5.052788
mafft	G_STORE	initial	first	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	7311	4.551057
mafft	G_CONSTANT	initial	first	i64	-	Legal	0	-	7249	4.512462
mafft	G_GLOBAL_VALUE	initial	first	p0	-	Custom	0	-	6467	4.025672
mafft	G_SEXTLOAD	initial	first	i64,p0	i32@32@not_atomic@not_atomic	Legal	0	-	5179	3.223899
