workload	kind	callee	calling_conv	is_vararg	is_tail	is_musttail	can_lower_return	features	return_type	arg_types	split_arg_types	count	share_percent
TOTAL	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i1	i32,ptr{pointer},i32,ptr{pointer}	i32,ptr{pointer},i32,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i1	i32,ptr{pointer}	i32,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i1	ptr{pointer},i32,ptr{pointer},ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer},i32,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i1	ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},i32,i32,i32,i32,i1	ptr{pointer},ptr{pointer},i32,i32,i32,i32,i1	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	float	float	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	i32,i32,i32,i32,i32,ptr{pointer},i32,i32	i32,i32,i32,i32,i32,ptr{pointer},i32,i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	i32,ptr{pointer},ptr{pointer},i32,ptr{pointer}	i32,ptr{pointer},ptr{pointer},i32,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32	i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	i32,ptr{pointer},ptr{pointer},ptr{pointer}	i32,ptr{pointer},ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	i8,ptr{pointer}	i8,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i16,i32,i32,i32,i32,i16,i16,i16,i16,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i32	ptr{pointer},i16,i32,i32,i32,i32,i16,i16,i16,i16,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i16,i32,i32,i32,i32,i16,i16,ptr{pointer},ptr{pointer},i32,i32,i32,i32	ptr{pointer},i16,i32,i32,i32,i32,i16,i16,ptr{pointer},ptr{pointer},i32,i32,i32,i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i16	ptr{pointer},i16	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i32,i32,i32,ptr{pointer}	ptr{pointer},i32,i32,i32,i32,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i32,i32,ptr{pointer},i32,i32,i32	ptr{pointer},i32,i32,i32,ptr{pointer},i32,i32,i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i32,ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},i32,i32,ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer},i32,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,ptr{pointer},ptr{pointer},i32,i32,i32,ptr{pointer},i32	ptr{pointer},i32,ptr{pointer},ptr{pointer},i32,i32,i32,ptr{pointer},i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i8,i8	ptr{pointer},i8,i8	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32,i32,i32,i32,i32	ptr{pointer},ptr{pointer},i32,i32,i32,i32,i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32,ptr{pointer},i32	ptr{pointer},ptr{pointer},i32,ptr{pointer},i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i64,i64,ptr{pointer}	ptr{pointer},ptr{pointer},i64,i64,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i64,i64	ptr{pointer},ptr{pointer},i64,i64	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i8,i32,i32	ptr{pointer},ptr{pointer},i8,i32,i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i8,i8,ptr{pointer}	ptr{pointer},ptr{pointer},i8,i8,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},i16,ptr{pointer},i16	ptr{pointer},ptr{pointer},ptr{pointer},i16,ptr{pointer},i16	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},i32,i16,i16,i16,i32,i32,ptr{pointer},i8	ptr{pointer},ptr{pointer},ptr{pointer},i32,i16,i16,i16,i32,i32,ptr{pointer},i8	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},i64,i32	ptr{pointer},ptr{pointer},ptr{pointer},i64,i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},i64,ptr{pointer},i32,i32,ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},i64,ptr{pointer},i32,i32,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i64	double	double	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i64	i32,ptr{pointer},i64,i32	i32,ptr{pointer},i64,i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i64	ptr{pointer},i64,i32,ptr{pointer},i32	ptr{pointer},i64,i32,ptr{pointer},i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	i64	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	i32,i32,i32,i32,i32,i64,ptr{pointer},ptr{pointer}	i32,i32,i32,i32,i32,i64,ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	i32,i32,i32,i32,ptr{pointer},ptr{pointer}	i32,i32,i32,i32,ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32,i32,i1	ptr{pointer},i32,i32,i1	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer},i64	ptr{pointer},i32,ptr{pointer},ptr{pointer},i64	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i64,i64	ptr{pointer},i64,i64	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},i32,i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},i32,i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},i32,i32,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},i32,i32,ptr{pointer},ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	i32,i32,i32,i32,i32,i32,i32	i32,i32,i32,i32,i32,i32,i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	i32,ptr{pointer},ptr{pointer},ptr{pointer}	i32,ptr{pointer},ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,[2 x i64],ptr{pointer}	ptr{pointer},i32,i64{consecutive},i64{consecutive,consecutive-last},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i16	ptr{pointer},i32,i16	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,i32,i32,ptr{pointer}	ptr{pointer},i32,i32,i32,i32,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},double	ptr{pointer},ptr{pointer},double	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,i32,i32,ptr{pointer}	ptr{pointer},ptr{pointer},i32,i32,i32,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,i32,ptr{pointer}	ptr{pointer},ptr{pointer},i32,i32,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer},i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i64,ptr{pointer},i32	ptr{pointer},ptr{pointer},i64,ptr{pointer},i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i64,ptr{pointer}	ptr{pointer},ptr{pointer},i64,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float,ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float,ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i16,i16,ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i16,i16,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i32,i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i32,i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer,sret},float,ptr{pointer},ptr{pointer}	ptr{pointer,sret},float,ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer,sret},float	ptr{pointer,sret},float	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer},ptr{pointer},i32,i32,i32,i32,ptr{pointer}	ptr{pointer,sret},ptr{pointer},ptr{pointer},i32,i32,i32,i32,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer,sret},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	1	0	1	-	i32	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	0	1	0	1	-	i32	ptr{pointer},i64,ptr{pointer}	ptr{pointer},i64,ptr{pointer}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},i32{vararg},ptr{pointer,vararg}	ptr{pointer},i32{vararg},ptr{pointer,vararg}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},i64,ptr{pointer},i64{vararg}	ptr{pointer},i64,ptr{pointer},i64{vararg}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32{vararg},double{vararg}	ptr{pointer},ptr{pointer},i32{vararg},double{vararg}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},i32{vararg},double{vararg}	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},i32{vararg},double{vararg}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},ptr{pointer,vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},ptr{pointer,vararg},ptr{pointer,vararg}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg},i32{vararg},i32{vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg},i32{vararg},i32{vararg}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	ptr{pointer}	i32,i32,ptr{pointer},i32,ptr{pointer},i32{vararg},i32{vararg}	i32,i32,ptr{pointer},i32,ptr{pointer},i32{vararg},i32{vararg}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	ptr{pointer}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},double{vararg}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},double{vararg}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	ptr{pointer}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},i32{vararg},i32{vararg}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},i32{vararg},i32{vararg}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	ptr{pointer}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer,vararg}	ptr{pointer},ptr{pointer,vararg}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	void	ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg}	ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	void	ptr{pointer},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg}	ptr{pointer},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	void	ptr{pointer},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg},ptr{pointer,vararg}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	void	ptr{pointer},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	void	ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg}	3	0.001808
TOTAL	call	direct	0	1	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg}	3	0.001808
TOTAL	call	indirect	0	0	0	0	1	-	float	float,float	float,float	3	0.001808
TOTAL	call	indirect	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	indirect	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	indirect	0	0	0	0	1	-	i32	ptr{pointer},i32,ptr{pointer},i32	ptr{pointer},i32,ptr{pointer},i32	3	0.001808
TOTAL	call	indirect	0	0	0	0	1	-	i32	ptr{pointer},i32,ptr{pointer},ptr{pointer},i32,i32,i32	ptr{pointer},i32,ptr{pointer},ptr{pointer},i32,i32,i32	3	0.001808
TOTAL	call	indirect	0	0	0	0	1	-	i32	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	3	0.001808
TOTAL	call	indirect	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},i1	3	0.001808
TOTAL	call	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	3	0.001808
TOTAL	call	indirect	0	0	0	0	1	-	void	float,float	float,float	3	0.001808
TOTAL	call	indirect	0	0	0	0	1	-	void	i32,ptr{pointer},ptr{pointer}	i32,ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	indirect	0	0	0	0	1	-	void	i32	i32	3	0.001808
TOTAL	call	indirect	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	call	indirect	0	0	0	0	1	-	void	ptr{pointer},i8	ptr{pointer},i8	3	0.001808
TOTAL	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i16,i16	ptr{pointer},ptr{pointer},i16,i16	3	0.001808
TOTAL	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	%class.btQuaternion	ptr{pointer}	ptr{pointer}	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},float	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	i1	-	-	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	i1	i8,i8	i8,i8	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	i1	i8	i8	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	i1	ptr{pointer},i1,ptr{pointer},i1	ptr{pointer},i1,ptr{pointer},i1	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	i1	ptr{pointer},i64	ptr{pointer},i64	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	i32	i64,ptr{pointer},ptr{pointer},i1	i64,ptr{pointer},ptr{pointer},i1	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i1,i32,ptr{pointer},ptr{pointer}	ptr{pointer},i32,i1,i32,ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},i32,i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1,ptr{pointer},ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i32,ptr{pointer},ptr{pointer}	ptr{pointer},i32,i32,ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer},i64,ptr{pointer}	ptr{pointer},i64,ptr{pointer}	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i64,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1,i32	ptr{pointer},ptr{pointer},i64,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1,i32	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},ptr{pointer},i32	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	ptr{pointer}	i64,ptr{pointer}	i64,ptr{pointer}	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},float,ptr{pointer}	ptr{pointer},float,ptr{pointer}	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i1,i8,ptr{pointer}	ptr{pointer},i1,i8,ptr{pointer}	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i1	ptr{pointer},i32,i1	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},i32,i32	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer},i32,i1	ptr{pointer,sret},ptr{pointer},i32,i1	3	0.001808
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer},i64,ptr{pointer},i64,ptr{pointer}	ptr{pointer,sret},ptr{pointer},i64,ptr{pointer},i64,ptr{pointer}	3	0.001808
TOTAL	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	invoke	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32	ptr{pointer},i32	3	0.001808
TOTAL	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	3	0.001808
TOTAL	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer},i32	ptr{pointer,sret},ptr{pointer},i32	3	0.001808
TOTAL	call	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},float,float	ptr{pointer},float,float	2	0.001205
TOTAL	call	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},float	ptr{pointer},float	2	0.001205
TOTAL	call	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},ptr{pointer},i32,ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer}	2	0.001205
TOTAL	call	direct	0	0	0	0	1	-	double	double,i32	double,i32	2	0.001205
TOTAL	call	direct	0	0	0	0	1	-	double	double,i64	double,i64	2	0.001205
TOTAL	call	direct	0	0	0	0	1	-	float	float,float,float,ptr{pointer}	float,float,float,ptr{pointer}	2	0.001205
TOTAL	call	direct	0	0	0	0	1	-	float	i32,i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i32,i32	i32,i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i32,i32	2	0.001205
TOTAL	call	direct	0	0	0	0	1	-	float	i32,i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i32,i32,i32,ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	i32,i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i32,i32,i32,ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	2	0.001205
TOTAL	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},float,float	ptr{pointer},ptr{pointer},float,float	2	0.001205
TOTAL	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},i1	2	0.001205
TOTAL	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	2	0.001205
TOTAL	call	direct	0	0	0	0	1	-	i16	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i16,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i16,ptr{pointer},ptr{pointer},ptr{pointer}	2	0.001205
TOTAL	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},float	2	0.001205
TOTAL	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},i1,i1	ptr{pointer},ptr{pointer},i1,i1	2	0.001205
TOTAL	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},i1,ptr{pointer}	ptr{pointer},ptr{pointer},i1,ptr{pointer}	2	0.001205
TOTAL	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},i32,i32	2	0.001205
